period,province,district,data_type,count
2020-12-01,Western,Mwandi,Tested_Passive_CHW,407
2020-12-01,Western,Nalolo,Clinical,102
2020-12-01,Western,Nalolo,Confirmed,2720
2020-12-01,Western,Nalolo,Confirmed_Passive_CHW,1209
2020-12-01,Western,Nalolo,Tested,4846
2020-12-01,Western,Nalolo,Tested_Passive_CHW,1976
2020-12-01,Western,Nkeyema,Clinical,844
2020-12-01,Western,Nkeyema,Confirmed,2829
2020-12-01,Western,Nkeyema,Confirmed_Passive_CHW,8
2020-12-01,Western,Nkeyema,Tested,4779
2020-12-01,Western,Nkeyema,Tested_Passive_CHW,14
2020-12-01,Western,Senanga,Clinical,170
2020-12-01,Western,Senanga,Confirmed,6495
2020-12-01,Western,Senanga,Confirmed_Passive_CHW,194
2020-12-01,Western,Senanga,Tested,10919
2020-12-01,Western,Senanga,Tested_Passive_CHW,295
2020-12-01,Western,Sesheke,Clinical,81
2020-12-01,Western,Sesheke,Confirmed,1410
2020-12-01,Western,Sesheke,Confirmed_Passive_CHW,963
2020-12-01,Western,Sesheke,Tested,2851
2020-12-01,Western,Sesheke,Tested_Passive_CHW,1599
2020-12-01,Western,Shang'ombo,Clinical,67
2020-12-01,Western,Shang'ombo,Confirmed,1096
2020-12-01,Western,Shang'ombo,Confirmed_Passive_CHW,846
2020-12-01,Western,Shang'ombo,Tested,1971
2020-12-01,Western,Shang'ombo,Tested_Passive_CHW,1893
2020-12-01,Western,Sikongo,Clinical,64
2020-12-01,Western,Sikongo,Confirmed,2220
2020-12-01,Western,Sikongo,Confirmed_Passive_CHW,94
2020-12-01,Western,Sikongo,Tested,3419
2020-12-01,Western,Sikongo,Tested_Passive_CHW,232
2020-12-01,Western,Sioma,Clinical,46
2020-12-01,Western,Sioma,Confirmed,3483
2020-12-01,Western,Sioma,Confirmed_Passive_CHW,330
2020-12-01,Western,Sioma,Tested,7358
2020-12-01,Western,Sioma,Tested_Passive_CHW,743
2020-12-01,NA,NA,Confirmed_Passive_CHW,5
2020-12-01,NA,NA,Tested_Passive_CHW,68
2021-01-01,Central,Chibombo,Confirmed,4744
2021-01-01,Central,Chibombo,Tested,14174
2021-01-01,Central,Chisamba,Clinical,34
2021-01-01,Central,Chisamba,Confirmed,3533
2021-01-01,Central,Chisamba,Tested,8132
2021-01-01,Central,Chitambo,Clinical,149
2021-01-01,Central,Chitambo,Confirmed,8366
2021-01-01,Central,Chitambo,Confirmed_Passive_CHW,8
2021-01-01,Central,Chitambo,Tested,11338
2021-01-01,Central,Chitambo,Tested_Passive_CHW,17
2021-01-01,Central,Itezhi-tezhi,Clinical,27
2021-01-01,Central,Itezhi-tezhi,Confirmed,330
2021-01-01,Central,Itezhi-tezhi,Confirmed_Passive_CHW,375
2021-01-01,Central,Itezhi-tezhi,Tested,2136
2021-01-01,Central,Itezhi-tezhi,Tested_Passive_CHW,1375
2021-01-01,Central,Kabwe,Clinical,59
2021-01-01,Central,Kabwe,Confirmed,3399
2021-01-01,Central,Kabwe,Tested,13840
2021-01-01,Central,Kapiri-Mposhi,Clinical,343
2021-01-01,Central,Kapiri-Mposhi,Confirmed,15435
2021-01-01,Central,Kapiri-Mposhi,Confirmed_Passive_CHW,208
2021-01-01,Central,Kapiri-Mposhi,Tested,27601
2021-01-01,Central,Kapiri-Mposhi,Tested_Passive_CHW,294
2021-01-01,Central,Luano,Confirmed,5121
2021-01-01,Central,Luano,Tested,8408
2021-01-01,Central,Mkushi,Clinical,213
2021-01-01,Central,Mkushi,Confirmed,7829
2021-01-01,Central,Mkushi,Tested,24679
2021-01-01,Central,Mumbwa,Clinical,11
2021-01-01,Central,Mumbwa,Confirmed,1812
2021-01-01,Central,Mumbwa,Confirmed_Passive_CHW,1139
2021-01-01,Central,Mumbwa,Tested,7025
2021-01-01,Central,Mumbwa,Tested_Passive_CHW,3585
2021-01-01,Central,Ngabwe,Confirmed,1316
2021-01-01,Central,Ngabwe,Confirmed_Passive_CHW,1394
2021-01-01,Central,Ngabwe,Tested,2982
2021-01-01,Central,Ngabwe,Tested_Passive_CHW,1956
2021-01-01,Central,Serenje,Clinical,412
2021-01-01,Central,Serenje,Confirmed,19366
2021-01-01,Central,Serenje,Confirmed_Passive_CHW,5
2021-01-01,Central,Serenje,Tested,22250
2021-01-01,Central,Serenje,Tested_Passive_CHW,11
2021-01-01,Central,Shibuyunji,Confirmed,138
2021-01-01,Central,Shibuyunji,Confirmed_Passive_CHW,90
2021-01-01,Central,Shibuyunji,Tested,1172
2021-01-01,Central,Shibuyunji,Tested_Passive_CHW,724
2021-01-01,Copperbelt,Chililabombwe,Clinical,698
2021-01-01,Copperbelt,Chililabombwe,Confirmed,5514
2021-01-01,Copperbelt,Chililabombwe,Confirmed_Passive_CHW,202
2021-01-01,Copperbelt,Chililabombwe,Tested,13083
2021-01-01,Copperbelt,Chililabombwe,Tested_Passive_CHW,299
2021-01-01,Copperbelt,Chingola,Clinical,3464
2021-01-01,Copperbelt,Chingola,Confirmed,8687
2021-01-01,Copperbelt,Chingola,Confirmed_Passive_CHW,0
2021-01-01,Copperbelt,Chingola,Tested,17807
2021-01-01,Copperbelt,Chingola,Tested_Passive_CHW,0
2021-01-01,Copperbelt,Kalulushi,Clinical,367
2021-01-01,Copperbelt,Kalulushi,Confirmed,9361
2021-01-01,Copperbelt,Kalulushi,Tested,16379
2021-01-01,Copperbelt,Kitwe,Clinical,876
2021-01-01,Copperbelt,Kitwe,Confirmed,16927
2021-01-01,Copperbelt,Kitwe,Tested,35038
2021-01-01,Copperbelt,Luanshya,Clinical,4565
2021-01-01,Copperbelt,Luanshya,Confirmed,16849
2021-01-01,Copperbelt,Luanshya,Tested,32028
2021-01-01,Copperbelt,Lufwanyama,Clinical,892
2021-01-01,Copperbelt,Lufwanyama,Confirmed,15561
2021-01-01,Copperbelt,Lufwanyama,Confirmed_Passive_CHW,155
2021-01-01,Copperbelt,Lufwanyama,Tested,19667
2021-01-01,Copperbelt,Lufwanyama,Tested_Passive_CHW,202
2021-01-01,Copperbelt,Masaiti,Clinical,4
2021-01-01,Copperbelt,Masaiti,Confirmed,9737
2021-01-01,Copperbelt,Masaiti,Confirmed_Passive_CHW,344
2021-01-01,Copperbelt,Masaiti,Tested,13532
2021-01-01,Copperbelt,Masaiti,Tested_Passive_CHW,441
2021-01-01,Copperbelt,Mpongwe,Clinical,334
2021-01-01,Copperbelt,Mpongwe,Confirmed,8389
2021-01-01,Copperbelt,Mpongwe,Confirmed_Passive_CHW,578
2021-01-01,Copperbelt,Mpongwe,Tested,21562
2021-01-01,Copperbelt,Mpongwe,Tested_Passive_CHW,778
2021-01-01,Copperbelt,Mufulira,Clinical,607
2021-01-01,Copperbelt,Mufulira,Confirmed,9541
2021-01-01,Copperbelt,Mufulira,Tested,19585
2021-01-01,Copperbelt,Ndola,Clinical,465
2021-01-01,Copperbelt,Ndola,Confirmed,16513
2021-01-01,Copperbelt,Ndola,Tested,35182
2021-01-01,Eastern,Chadiza,Confirmed,2614
2021-01-01,Eastern,Chadiza,Confirmed_Passive_CHW,7606
2021-01-01,Eastern,Chadiza,Tested,6507
2021-01-01,Eastern,Chadiza,Tested_Passive_CHW,13872
2021-01-01,Eastern,Chasefu,Confirmed,17650
2021-01-01,Eastern,Chasefu,Tested,20676
2021-01-01,Eastern,Chipangali,Clinical,30
2021-01-01,Eastern,Chipangali,Confirmed,18728
2021-01-01,Eastern,Chipangali,Confirmed_Passive_CHW,393
2021-01-01,Eastern,Chipangali,Tested,31595
2021-01-01,Eastern,Chipangali,Tested_Passive_CHW,860
2021-01-01,Eastern,Chipata,Clinical,497
2021-01-01,Eastern,Chipata,Confirmed,11165
2021-01-01,Eastern,Chipata,Confirmed_Passive_CHW,6302
2021-01-01,Eastern,Chipata,Tested,24888
2021-01-01,Eastern,Chipata,Tested_Passive_CHW,11007
2021-01-01,Eastern,Kasenengwa,Clinical,19
2021-01-01,Eastern,Kasenengwa,Confirmed,4574
2021-01-01,Eastern,Kasenengwa,Confirmed_Passive_CHW,2273
2021-01-01,Eastern,Kasenengwa,Tested,10084
2021-01-01,Eastern,Kasenengwa,Tested_Passive_CHW,4269
2021-01-01,Eastern,Katete,Clinical,1
2021-01-01,Eastern,Katete,Confirmed,1634
2021-01-01,Eastern,Katete,Confirmed_Passive_CHW,3441
2021-01-01,Eastern,Katete,Tested,6075
2021-01-01,Eastern,Katete,Tested_Passive_CHW,10797
2021-01-01,Eastern,Lumezi,Clinical,70
2021-01-01,Eastern,Lumezi,Confirmed,11831
2021-01-01,Eastern,Lumezi,Tested,16257
2021-01-01,Eastern,Lundazi,Confirmed,9561
2021-01-01,Eastern,Lundazi,Tested,11769
2021-01-01,Eastern,Lusangazi,Confirmed,1411
2021-01-01,Eastern,Lusangazi,Confirmed_Passive_CHW,2434
2021-01-01,Eastern,Lusangazi,Tested,2110
2021-01-01,Eastern,Lusangazi,Tested_Passive_CHW,4934
2021-01-01,Eastern,Mambwe,Confirmed,2497
2021-01-01,Eastern,Mambwe,Confirmed_Passive_CHW,6245
2021-01-01,Eastern,Mambwe,Tested,7719
2021-01-01,Eastern,Mambwe,Tested_Passive_CHW,10582
2021-01-01,Eastern,Nyimba,Confirmed,4992
2021-01-01,Eastern,Nyimba,Confirmed_Passive_CHW,2924
2021-01-01,Eastern,Nyimba,Tested,12710
2021-01-01,Eastern,Nyimba,Tested_Passive_CHW,5485
2021-01-01,Eastern,Petauke,Clinical,31
2021-01-01,Eastern,Petauke,Confirmed,3885
2021-01-01,Eastern,Petauke,Confirmed_Passive_CHW,4717
2021-01-01,Eastern,Petauke,Tested,10541
2021-01-01,Eastern,Petauke,Tested_Passive_CHW,9341
2021-01-01,Eastern,Sinda,Clinical,6
2021-01-01,Eastern,Sinda,Confirmed,464
2021-01-01,Eastern,Sinda,Confirmed_Passive_CHW,1005
2021-01-01,Eastern,Sinda,Tested,3974
2021-01-01,Eastern,Sinda,Tested_Passive_CHW,5650
2021-01-01,Eastern,Vubwi,Clinical,7
2021-01-01,Eastern,Vubwi,Confirmed,6493
2021-01-01,Eastern,Vubwi,Confirmed_Passive_CHW,5379
2021-01-01,Eastern,Vubwi,Tested,9935
2021-01-01,Eastern,Vubwi,Tested_Passive_CHW,7474
2021-01-01,Luapula,Chembe,Confirmed,4572
2021-01-01,Luapula,Chembe,Confirmed_Passive_CHW,176
2021-01-01,Luapula,Chembe,Tested,7702
2021-01-01,Luapula,Chembe,Tested_Passive_CHW,242
2021-01-01,Luapula,Chienge,Clinical,375
2021-01-01,Luapula,Chienge,Confirmed,4919
2021-01-01,Luapula,Chienge,Tested,6923
2021-01-01,Luapula,Chifunabuli,Confirmed,8961
2021-01-01,Luapula,Chifunabuli,Tested,12165
2021-01-01,Luapula,Chipili,Confirmed,2575
2021-01-01,Luapula,Chipili,Tested,4021
2021-01-01,Luapula,Kawambwa,Clinical,14
2021-01-01,Luapula,Kawambwa,Confirmed,8166
2021-01-01,Luapula,Kawambwa,Tested,9367
2021-01-01,Luapula,Lunga,Confirmed,1127
2021-01-01,Luapula,Lunga,Tested,1576
2021-01-01,Luapula,Mansa,Clinical,586
2021-01-01,Luapula,Mansa,Confirmed,21498
2021-01-01,Luapula,Mansa,Tested,32025
2021-01-01,Luapula,Milenge,Clinical,1
2021-01-01,Luapula,Milenge,Confirmed,4695
2021-01-01,Luapula,Milenge,Tested,7903
2021-01-01,Luapula,Mwansabombwe,Clinical,13
2021-01-01,Luapula,Mwansabombwe,Confirmed,2761
2021-01-01,Luapula,Mwansabombwe,Tested,4144
2021-01-01,Luapula,Mwense,Clinical,12
2021-01-01,Luapula,Mwense,Confirmed,8543
2021-01-01,Luapula,Mwense,Tested,12633
2021-01-01,Luapula,Nchelenge,Clinical,790
2021-01-01,Luapula,Nchelenge,Confirmed,9430
2021-01-01,Luapula,Nchelenge,Confirmed_Passive_CHW,82
2021-01-01,Luapula,Nchelenge,Tested,15208
2021-01-01,Luapula,Nchelenge,Tested_Passive_CHW,110
2021-01-01,Luapula,Samfya,Clinical,610
2021-01-01,Luapula,Samfya,Confirmed,9125
2021-01-01,Luapula,Samfya,Tested,11341
2021-01-01,Lusaka,Chilanga,Clinical,107
2021-01-01,Lusaka,Chilanga,Confirmed,346
2021-01-01,Lusaka,Chilanga,Tested,2746
2021-01-01,Lusaka,Chirundu,Confirmed,383
2021-01-01,Lusaka,Chirundu,Confirmed_Passive_CHW,222
2021-01-01,Lusaka,Chirundu,Tested,1738
2021-01-01,Lusaka,Chirundu,Tested_Passive_CHW,855
2021-01-01,Lusaka,Chongwe,Clinical,409
2021-01-01,Lusaka,Chongwe,Confirmed,2404
2021-01-01,Lusaka,Chongwe,Tested,6857
2021-01-01,Lusaka,Kafue,Clinical,195
2021-01-01,Lusaka,Kafue,Confirmed,1385
2021-01-01,Lusaka,Kafue,Confirmed_Passive_CHW,29
2021-01-01,Lusaka,Kafue,Tested,4634
2021-01-01,Lusaka,Kafue,Tested_Passive_CHW,104
2021-01-01,Lusaka,Luangwa,Clinical,3
2021-01-01,Lusaka,Luangwa,Confirmed,1320
2021-01-01,Lusaka,Luangwa,Tested,4492
2021-01-01,Lusaka,Lusaka,Clinical,1239
2021-01-01,Lusaka,Lusaka,Confirmed,2020
2021-01-01,Lusaka,Lusaka,Confirmed_Passive_CHW,2
2021-01-01,Lusaka,Lusaka,Tested,18672
2021-01-01,Lusaka,Lusaka,Tested_Passive_CHW,14
2021-01-01,Lusaka,Rufunsa,Clinical,692
2021-01-01,Lusaka,Rufunsa,Confirmed,5762
2021-01-01,Lusaka,Rufunsa,Tested,10880
2021-01-01,Muchinga,Chama,Clinical,1
2021-01-01,Muchinga,Chama,Confirmed,10512
2021-01-01,Muchinga,Chama,Confirmed_Passive_CHW,5186
2021-01-01,Muchinga,Chama,Tested,17068
2021-01-01,Muchinga,Chama,Tested_Passive_CHW,7029
2021-01-01,Muchinga,Chinsali,Clinical,274
2021-01-01,Muchinga,Chinsali,Confirmed,9985
2021-01-01,Muchinga,Chinsali,Tested,17001
2021-01-01,Muchinga,Isoka,Clinical,858
2021-01-01,Muchinga,Isoka,Confirmed,6649
2021-01-01,Muchinga,Isoka,Tested,10028
2021-01-01,Muchinga,Kanchibiya,Clinical,5
2021-01-01,Muchinga,Kanchibiya,Confirmed,5934
2021-01-01,Muchinga,Kanchibiya,Tested,7576
2021-01-01,Muchinga,Lavushimanda,Clinical,55
2021-01-01,Muchinga,Lavushimanda,Confirmed,4554
2021-01-01,Muchinga,Lavushimanda,Confirmed_Passive_CHW,0
2021-01-01,Muchinga,Lavushimanda,Tested,6427
2021-01-01,Muchinga,Lavushimanda,Tested_Passive_CHW,0
2021-01-01,Muchinga,Mafinga,Clinical,2452
2021-01-01,Muchinga,Mafinga,Confirmed,4717
2021-01-01,Muchinga,Mafinga,Tested,6266
2021-01-01,Muchinga,Mpika,Clinical,1763
2021-01-01,Muchinga,Mpika,Confirmed,11240
2021-01-01,Muchinga,Mpika,Confirmed_Passive_CHW,487
2021-01-01,Muchinga,Mpika,Tested,16977
2021-01-01,Muchinga,Mpika,Tested_Passive_CHW,673
2021-01-01,Muchinga,Nakonde,Clinical,746
2021-01-01,Muchinga,Nakonde,Confirmed,5404
2021-01-01,Muchinga,Nakonde,Confirmed_Passive_CHW,108
2021-01-01,Muchinga,Nakonde,Tested,8826
2021-01-01,Muchinga,Nakonde,Tested_Passive_CHW,171
2021-01-01,Muchinga,Shiwang'andu,Confirmed,4159
2021-01-01,Muchinga,Shiwang'andu,Tested,6076
2021-01-01,Northern,Chilubi,Clinical,1307
2021-01-01,Northern,Chilubi,Confirmed,4051
2021-01-01,Northern,Chilubi,Tested,5338
2021-01-01,Northern,Kaputa,Clinical,143
2021-01-01,Northern,Kaputa,Confirmed,4875
2021-01-01,Northern,Kaputa,Tested,7014
2021-01-01,Northern,Kasama,Clinical,764
2021-01-01,Northern,Kasama,Confirmed,18649
2021-01-01,Northern,Kasama,Tested,28005
2021-01-01,Northern,Lunte,Clinical,7
2021-01-01,Northern,Lunte,Confirmed,4079
2021-01-01,Northern,Lunte,Tested,6449
2021-01-01,Northern,Lupososhi,Clinical,33
2021-01-01,Northern,Lupososhi,Confirmed,3206
2021-01-01,Northern,Lupososhi,Tested,3939
2021-01-01,Northern,Luwingu,Confirmed,7196
2021-01-01,Northern,Luwingu,Tested,9345
2021-01-01,Northern,Mbala,Clinical,217
2021-01-01,Northern,Mbala,Confirmed,5926
2021-01-01,Northern,Mbala,Confirmed_Passive_CHW,276
2021-01-01,Northern,Mbala,Tested,10736
2021-01-01,Northern,Mbala,Tested_Passive_CHW,404
2021-01-01,Northern,Mporokoso,Confirmed,3053
2021-01-01,Northern,Mporokoso,Tested,5467
2021-01-01,Northern,Mpulungu,Clinical,542
2021-01-01,Northern,Mpulungu,Confirmed,7142
2021-01-01,Northern,Mpulungu,Tested,14499
2021-01-01,Northern,Mungwi,Clinical,1260
2021-01-01,Northern,Mungwi,Confirmed,13557
2021-01-01,Northern,Mungwi,Tested,17898
2021-01-01,Northern,Nsama,Clinical,297
2021-01-01,Northern,Nsama,Confirmed,4450
2021-01-01,Northern,Nsama,Tested,4899
2021-01-01,Northern,Senga,Clinical,586
2021-01-01,Northern,Senga,Confirmed,3407
2021-01-01,Northern,Senga,Confirmed_Passive_CHW,150
2021-01-01,Northern,Senga,Tested,7133
2021-01-01,Northern,Senga,Tested_Passive_CHW,351
2021-01-01,Northwestern,Chavuma,Clinical,5
2021-01-01,Northwestern,Chavuma,Confirmed,3791
2021-01-01,Northwestern,Chavuma,Tested,5693
2021-01-01,Northwestern,Ikelenge,Confirmed,3109
2021-01-01,Northwestern,Ikelenge,Tested,6409
2021-01-01,Northwestern,Kabompo,Clinical,63
2021-01-01,Northwestern,Kabompo,Confirmed,8671
2021-01-01,Northwestern,Kabompo,Tested,10789
2021-01-01,Northwestern,Kalumbila,Clinical,64
2021-01-01,Northwestern,Kalumbila,Confirmed,19507
2021-01-01,Northwestern,Kalumbila,Confirmed_Passive_CHW,680
2021-01-01,Northwestern,Kalumbila,Tested,23214
2021-01-01,Northwestern,Kalumbila,Tested_Passive_CHW,831
2021-01-01,Northwestern,Kasempa,Clinical,5
2021-01-01,Northwestern,Kasempa,Confirmed,13871
2021-01-01,Northwestern,Kasempa,Confirmed_Passive_CHW,345
2021-01-01,Northwestern,Kasempa,Tested,18583
2021-01-01,Northwestern,Kasempa,Tested_Passive_CHW,425
2021-01-01,Northwestern,Manyinga,Clinical,8
2021-01-01,Northwestern,Manyinga,Confirmed,6294
2021-01-01,Northwestern,Manyinga,Confirmed_Passive_CHW,769
2021-01-01,Northwestern,Manyinga,Tested,9783
2021-01-01,Northwestern,Manyinga,Tested_Passive_CHW,928
2021-01-01,Northwestern,Mufumbwe,Confirmed,10011
2021-01-01,Northwestern,Mufumbwe,Confirmed_Passive_CHW,931
2021-01-01,Northwestern,Mufumbwe,Tested,15047
2021-01-01,Northwestern,Mufumbwe,Tested_Passive_CHW,1183
2021-01-01,Northwestern,Mushindamo,Confirmed,4355
2021-01-01,Northwestern,Mushindamo,Confirmed_Passive_CHW,160
2021-01-01,Northwestern,Mushindamo,Tested,6057
2021-01-01,Northwestern,Mushindamo,Tested_Passive_CHW,180
2021-01-01,Northwestern,Mwinilunga,Confirmed,8548
2021-01-01,Northwestern,Mwinilunga,Confirmed_Passive_CHW,1021
2021-01-01,Northwestern,Mwinilunga,Tested,4014
2021-01-01,Northwestern,Mwinilunga,Tested_Passive_CHW,1316
2021-01-01,Northwestern,Solwezi,Clinical,505
2021-01-01,Northwestern,Solwezi,Confirmed,21226
2021-01-01,Northwestern,Solwezi,Tested,35905
2021-01-01,Northwestern,Zambezi,Clinical,30
2021-01-01,Northwestern,Zambezi,Confirmed,10460
2021-01-01,Northwestern,Zambezi,Confirmed_Passive_CHW,175
2021-01-01,Northwestern,Zambezi,Tested,14221
2021-01-01,Northwestern,Zambezi,Tested_Passive_CHW,270
2021-01-01,Southern,Chikankata,Clinical,4
2021-01-01,Southern,Chikankata,Confirmed,555
2021-01-01,Southern,Chikankata,Confirmed_Passive_CHW,437
2021-01-01,Southern,Chikankata,Tested,2561
2021-01-01,Southern,Chikankata,Tested_Passive_CHW,1067
2021-01-01,Southern,Choma,Confirmed,558
2021-01-01,Southern,Choma,Confirmed_Passive_CHW,458
2021-01-01,Southern,Choma,Tested,4269
2021-01-01,Southern,Choma,Tested_Passive_CHW,2033
2021-01-01,Southern,Gwembe,Confirmed,2573
2021-01-01,Southern,Gwembe,Confirmed_Passive_CHW,3024
2021-01-01,Southern,Gwembe,Tested,5490
2021-01-01,Southern,Gwembe,Tested_Passive_CHW,5509
2021-01-01,Southern,Kalomo,Clinical,1
2021-01-01,Southern,Kalomo,Confirmed,349
2021-01-01,Southern,Kalomo,Confirmed_Passive_CHW,688
2021-01-01,Southern,Kalomo,Tested,2618
2021-01-01,Southern,Kalomo,Tested_Passive_CHW,2986
2021-01-01,Southern,Kazungula,Clinical,1
2021-01-01,Southern,Kazungula,Confirmed,287
2021-01-01,Southern,Kazungula,Confirmed_Passive_CHW,645
2021-01-01,Southern,Kazungula,Tested,1371
2021-01-01,Southern,Kazungula,Tested_Passive_CHW,2694
2021-01-01,Southern,Livingstone,Confirmed,162
2021-01-01,Southern,Livingstone,Confirmed_Passive_CHW,3
2021-01-01,Southern,Livingstone,Tested,1387
2021-01-01,Southern,Livingstone,Tested_Passive_CHW,387
2021-01-01,Southern,Mazabuka,Clinical,1
2021-01-01,Southern,Mazabuka,Confirmed,210
2021-01-01,Southern,Mazabuka,Confirmed_Passive_CHW,31
2021-01-01,Southern,Mazabuka,Tested,2033
2021-01-01,Southern,Mazabuka,Tested_Passive_CHW,755
2021-01-01,Southern,Monze,Confirmed,190
2021-01-01,Southern,Monze,Confirmed_Passive_CHW,39
2021-01-01,Southern,Monze,Tested,1750
2021-01-01,Southern,Monze,Tested_Passive_CHW,857
2021-01-01,Southern,Namwala,Clinical,2
2021-01-01,Southern,Namwala,Confirmed,124
2021-01-01,Southern,Namwala,Confirmed_Passive_CHW,27
2021-01-01,Southern,Namwala,Tested,1096
2021-01-01,Southern,Namwala,Tested_Passive_CHW,905
2021-01-01,Southern,Pemba,Confirmed,243
2021-01-01,Southern,Pemba,Confirmed_Passive_CHW,349
2021-01-01,Southern,Pemba,Tested,2203
2021-01-01,Southern,Pemba,Tested_Passive_CHW,1279
2021-01-01,Southern,Siavonga,Clinical,15
2021-01-01,Southern,Siavonga,Confirmed,609
2021-01-01,Southern,Siavonga,Confirmed_Passive_CHW,177
2021-01-01,Southern,Siavonga,Tested,2236
2021-01-01,Southern,Siavonga,Tested_Passive_CHW,601
2021-01-01,Southern,Sinazongwe,Confirmed,2691
2021-01-01,Southern,Sinazongwe,Confirmed_Passive_CHW,4567
2021-01-01,Southern,Sinazongwe,Tested,7255
2021-01-01,Southern,Sinazongwe,Tested_Passive_CHW,10532
2021-01-01,Southern,Zimba,Confirmed,133
2021-01-01,Southern,Zimba,Confirmed_Passive_CHW,191
2021-01-01,Southern,Zimba,Tested,1368
2021-01-01,Southern,Zimba,Tested_Passive_CHW,1193
2021-01-01,Western,Kalabo,Clinical,2711
2021-01-01,Western,Kalabo,Confirmed,9440
2021-01-01,Western,Kalabo,Confirmed_Passive_CHW,1519
2021-01-01,Western,Kalabo,Tested,16387
2021-01-01,Western,Kalabo,Tested_Passive_CHW,2389
2021-01-01,Western,Kaoma,Clinical,7284
2021-01-01,Western,Kaoma,Confirmed,12446
2021-01-01,Western,Kaoma,Confirmed_Passive_CHW,146
2021-01-01,Western,Kaoma,Tested,16608
2021-01-01,Western,Kaoma,Tested_Passive_CHW,155
2021-01-01,Western,Limulunga,Clinical,151
2021-01-01,Western,Limulunga,Confirmed,6318
2021-01-01,Western,Limulunga,Tested,9548
2021-01-01,Western,Luampa,Clinical,66
2021-01-01,Western,Luampa,Confirmed,12568
2021-01-01,Western,Luampa,Confirmed_Passive_CHW,19
2021-01-01,Western,Luampa,Tested,17639
2021-01-01,Western,Luampa,Tested_Passive_CHW,24
2021-01-01,Western,Lukulu,Clinical,1644
2021-01-01,Western,Lukulu,Confirmed,9877
2021-01-01,Western,Lukulu,Confirmed_Passive_CHW,0
2021-01-01,Western,Lukulu,Tested,14740
2021-01-01,Western,Lukulu,Tested_Passive_CHW,0
2021-01-01,Western,Mitete,Clinical,88
2021-01-01,Western,Mitete,Confirmed,2696
2021-01-01,Western,Mitete,Confirmed_Passive_CHW,160
2021-01-01,Western,Mitete,Tested,4735
2021-01-01,Western,Mitete,Tested_Passive_CHW,289
2021-01-01,Western,Mongu,Clinical,3092
2021-01-01,Western,Mongu,Confirmed,6926
2021-01-01,Western,Mongu,Confirmed_Passive_CHW,0
2021-01-01,Western,Mongu,Tested,13047
2021-01-01,Western,Mongu,Tested_Passive_CHW,0
2021-01-01,Western,Mulobezi,Clinical,761
2021-01-01,Western,Mulobezi,Confirmed,3957
2021-01-01,Western,Mulobezi,Confirmed_Passive_CHW,1819
2021-01-01,Western,Mulobezi,Tested,6272
2021-01-01,Western,Mulobezi,Tested_Passive_CHW,2805
2021-01-01,Western,Mwandi,Clinical,40
2021-01-01,Western,Mwandi,Confirmed,1012
2021-01-01,Western,Mwandi,Confirmed_Passive_CHW,1149
2021-01-01,Western,Mwandi,Tested,1906
2021-01-01,Western,Mwandi,Tested_Passive_CHW,2517
2021-01-01,Western,Nalolo,Clinical,10
2021-01-01,Western,Nalolo,Confirmed,3509
2021-01-01,Western,Nalolo,Confirmed_Passive_CHW,1568
2021-01-01,Western,Nalolo,Tested,6504
2021-01-01,Western,Nalolo,Tested_Passive_CHW,2711
2021-01-01,Western,Nkeyema,Clinical,463
2021-01-01,Western,Nkeyema,Confirmed,6191
2021-01-01,Western,Nkeyema,Confirmed_Passive_CHW,81
2021-01-01,Western,Nkeyema,Tested,8556
2021-01-01,Western,Nkeyema,Tested_Passive_CHW,92
2021-01-01,Western,Senanga,Clinical,103
2021-01-01,Western,Senanga,Confirmed,12516
2021-01-01,Western,Senanga,Confirmed_Passive_CHW,457
2021-01-01,Western,Senanga,Tested,19292
2021-01-01,Western,Senanga,Tested_Passive_CHW,703
2021-01-01,Western,Sesheke,Clinical,214
2021-01-01,Western,Sesheke,Confirmed,4879
2021-01-01,Western,Sesheke,Confirmed_Passive_CHW,1432
2021-01-01,Western,Sesheke,Tested,8120
2021-01-01,Western,Sesheke,Tested_Passive_CHW,2337
2021-01-01,Western,Shang'ombo,Clinical,19
2021-01-01,Western,Shang'ombo,Confirmed,2289
2021-01-01,Western,Shang'ombo,Confirmed_Passive_CHW,2819
2021-01-01,Western,Shang'ombo,Tested,3168
2021-01-01,Western,Shang'ombo,Tested_Passive_CHW,4835
2021-01-01,Western,Sikongo,Clinical,4
2021-01-01,Western,Sikongo,Confirmed,3352
2021-01-01,Western,Sikongo,Confirmed_Passive_CHW,119
2021-01-01,Western,Sikongo,Tested,5736
2021-01-01,Western,Sikongo,Tested_Passive_CHW,175
2021-01-01,Western,Sioma,Clinical,150
2021-01-01,Western,Sioma,Confirmed,5953
2021-01-01,Western,Sioma,Confirmed_Passive_CHW,759
2021-01-01,Western,Sioma,Tested,11067
2021-01-01,Western,Sioma,Tested_Passive_CHW,1480
2021-01-01,NA,NA,Confirmed_Passive_CHW,27
2021-01-01,NA,NA,Tested_Passive_CHW,170
2021-02-01,Central,Chibombo,Clinical,9
2021-02-01,Central,Chibombo,Confirmed,3545
2021-02-01,Central,Chibombo,Tested,10893
2021-02-01,Central,Chisamba,Confirmed,2550
2021-02-01,Central,Chisamba,Tested,4926
2021-02-01,Central,Chitambo,Clinical,10
2021-02-01,Central,Chitambo,Confirmed,5687
2021-02-01,Central,Chitambo,Tested,8084
