period,province,district,Clinical,Confirmed,Tested,Confirmed_Passive_CHW,Tested_Passive_CHW
2019-11-01,Luapula,Chienge,462,4835,8667,NA,NA
2019-11-01,Luapula,Chifunabuli,NA,9197,12140,NA,NA
2019-11-01,Luapula,Chipili,4,3936,4233,NA,NA
2019-11-01,Luapula,Kawambwa,325,10125,10682,NA,NA
2019-11-01,Luapula,Lunga,2,2312,3111,NA,NA
2019-11-01,Luapula,Mansa,117,21134,30321,NA,NA
2019-11-01,Luapula,Milenge,NA,3970,5109,NA,NA
2019-11-01,Luapula,Mwansabombwe,NA,5871,7226,NA,NA
2019-11-01,Luapula,Mwense,10,11304,15665,NA,NA
2019-11-01,Luapula,Nchelenge,NA,6414,10079,2538,3332
2019-11-01,Luapula,Samfya,40,9261,13494,NA,NA
2019-11-01,Lusaka,Chilanga,187,43,1345,NA,NA
2019-11-01,Lusaka,Chirundu,NA,11,1360,1,199
2019-11-01,Lusaka,Chongwe,71,343,2360,NA,NA
2019-11-01,Lusaka,Kafue,28,112,2260,14,86
2019-11-01,Lusaka,Luangwa,92,79,1868,NA,NA
2019-11-01,Lusaka,Lusaka,726,554,11934,NA,NA
2019-11-01,Lusaka,Rufunsa,1,663,5713,NA,NA
2019-11-01,Muchinga,Chama,8,2296,5910,978,1434
2019-11-01,Muchinga,Chinsali,NA,5693,9582,NA,NA
2019-11-01,Muchinga,Isoka,NA,4756,8837,NA,NA
2019-11-01,Muchinga,Kanchibiya,NA,4136,6236,NA,NA
2019-11-01,Muchinga,Lavushimanda,23,2411,3938,NA,NA
2019-11-01,Muchinga,Mafinga,NA,3307,7302,NA,NA
2019-11-01,Muchinga,Mpika,NA,6294,10028,2133,3188
2019-11-01,Muchinga,Nakonde,17,2322,5067,1993,2703
2019-11-01,Muchinga,Shiwang'andu,NA,4518,7139,NA,NA
2019-11-01,Northern,Chilubi,399,5321,7421,NA,NA
2019-11-01,Northern,Kaputa,4,3925,5100,NA,NA
2019-11-01,Northern,Kasama,13,17041,25383,NA,NA
2019-11-01,Northern,Lunte,NA,5014,6645,NA,NA
2019-11-01,Northern,Lupososhi,44,3311,5061,NA,NA
2019-11-01,Northern,Luwingu,NA,6404,9208,NA,NA
2019-11-01,Northern,Mbala,236,4504,8150,2404,3703
2019-11-01,Northern,Mporokoso,NA,3853,4818,NA,NA
2019-11-01,Northern,Mpulungu,NA,5649,8483,NA,NA
2019-11-01,Northern,Mungwi,NA,10964,15225,NA,NA
2019-11-01,Northern,Nsama,NA,3001,4369,NA,NA
2019-11-01,Northern,Senga,605,6928,10641,1352,1760
2019-11-01,Northwestern,Chavuma,17,3690,6445,NA,NA
2019-11-01,Northwestern,Ikelenge,NA,5005,7923,NA,NA
2019-11-01,Northwestern,Kabompo,NA,1373,4422,NA,NA
2019-11-01,Northwestern,Kalumbila,515,16226,23666,474,682
2019-11-01,Northwestern,Kasempa,NA,2233,8472,475,711
2019-11-01,Northwestern,Manyinga,905,3373,7612,164,236
2019-11-01,Northwestern,Mufumbwe,NA,1707,4186,757,1516
2019-11-01,Northwestern,Mushindamo,NA,4538,6338,927,1175
2019-11-01,Northwestern,Mwinilunga,NA,8240,8809,NA,NA
2019-11-01,Northwestern,Solwezi,NA,11007,17544,NA,NA
2019-11-01,Northwestern,Zambezi,5,4450,9256,1571,2248
2019-11-01,Southern,Chikankata,NA,22,695,4,276
2019-11-01,Southern,Choma,NA,46,1248,98,1369
2019-11-01,Southern,Gwembe,NA,32,1243,72,672
2019-11-01,Southern,Kalomo,NA,20,1165,22,1410
2019-11-01,Southern,Kazungula,NA,NA,452,4,691
2019-11-01,Southern,Livingstone,NA,16,1485,0,495
2019-11-01,Southern,Mazabuka,NA,61,929,3,450
2019-11-01,Southern,Monze,NA,31,1176,6,510
2019-11-01,Southern,Namwala,NA,20,703,3,760
2019-11-01,Southern,Pemba,NA,39,684,25,477
2019-11-01,Southern,Siavonga,1,11,575,32,273
2019-11-01,Southern,Sinazongwe,NA,210,1851,99,1172
2019-11-01,Southern,Zimba,NA,7,944,20,729
2019-11-01,Western,Kalabo,69,466,3391,913,2266
2019-11-01,Western,Kaoma,25,3730,7116,1696,3138
2019-11-01,Western,Limulunga,12,512,1894,NA,NA
2019-11-01,Western,Luampa,NA,256,3061,272,948
2019-11-01,Western,Lukulu,NA,1876,6731,132,522
2019-11-01,Western,Mitete,NA,958,2100,456,1111
2019-11-01,Western,Mongu,5,765,6319,NA,NA
2019-11-01,Western,Mulobezi,9,171,1044,74,728
2019-11-01,Western,Mwandi,NA,3,143,5,196
2019-11-01,Western,Nalolo,1,123,999,218,1006
2019-11-01,Western,Nkeyema,32,661,2771,383,782
2019-11-01,Western,Senanga,NA,381,2240,603,2061
2019-11-01,Western,Sesheke,NA,27,1082,44,712
2019-11-01,Western,Shang'ombo,NA,16,310,21,982
2019-11-01,Western,Sikongo,1,292,1649,198,619
2019-11-01,Western,Sioma,41,181,1742,38,488
2019-11-01,NA,NA,NA,114,739,0,27
2019-12-01,Central,Chibombo,22,4512,10799,NA,NA
2019-12-01,Central,Chisamba,1,1307,3811,NA,NA
2019-12-01,Central,Chitambo,2310,6416,7842,NA,NA
2019-12-01,Central,Itezhi-tezhi,1,1109,3286,500,1467
2019-12-01,Central,Kabwe,36,1810,7153,NA,NA
2019-12-01,Central,Kapiri-Mposhi,89,5909,12623,1859,3434
2019-12-01,Central,Luano,844,2047,3776,NA,NA
2019-12-01,Central,Mkushi,3,10687,16446,NA,NA
2019-12-01,Central,Mumbwa,12,3485,7483,1369,3027
2019-12-01,Central,Ngabwe,NA,1439,2162,NA,NA
2019-12-01,Central,Serenje,176,10306,14483,NA,NA
2019-12-01,Central,Shibuyunji,NA,184,877,29,545
2019-12-01,Copperbelt,Chililabombwe,19,7615,12389,NA,NA
2019-12-01,Copperbelt,Chingola,13,11594,23108,113,128
2019-12-01,Copperbelt,Kalulushi,NA,9459,15744,NA,NA
2019-12-01,Copperbelt,Kitwe,2647,10831,22387,NA,NA
2019-12-01,Copperbelt,Luanshya,3,10598,20868,NA,NA
2019-12-01,Copperbelt,Lufwanyama,NA,7185,10167,6665,9424
2019-12-01,Copperbelt,Masaiti,83,9495,12590,2207,3004
2019-12-01,Copperbelt,Mpongwe,36,6340,11506,2716,4590
2019-12-01,Copperbelt,Mufulira,557,9739,21550,NA,NA
2019-12-01,Copperbelt,Ndola,506,14982,34204,NA,NA
2019-12-01,Eastern,Chadiza,NA,1690,4600,2695,5599
2019-12-01,Eastern,Chasefu,138,3154,6217,NA,NA
2019-12-01,Eastern,Chipangali,NA,4878,12576,NA,NA
2019-12-01,Eastern,Chipata,11,5528,15448,NA,NA
2019-12-01,Eastern,Kasenengwa,NA,1485,4168,NA,NA
2019-12-01,Eastern,Katete,NA,1042,4328,1171,4007
2019-12-01,Eastern,Lumezi,NA,3106,8046,NA,NA
2019-12-01,Eastern,Lundazi,4,3169,8647,NA,NA
2019-12-01,Eastern,Lusangazi,NA,743,2050,74,101
2019-12-01,Eastern,Mambwe,NA,1206,4900,1681,4720
2019-12-01,Eastern,Nyimba,NA,1438,5599,1271,3499
2019-12-01,Eastern,Petauke,NA,1958,13787,2358,5358
2019-12-01,Eastern,Sinda,NA,235,1913,280,2581
2019-12-01,Eastern,Vubwi,NA,3101,6137,2385,3727
2019-12-01,Luapula,Chembe,NA,5142,7426,NA,NA
2019-12-01,Luapula,Chienge,NA,5566,8324,NA,NA
2019-12-01,Luapula,Chifunabuli,161,10193,13862,NA,NA
2019-12-01,Luapula,Chipili,84,2774,3259,NA,NA
2019-12-01,Luapula,Kawambwa,140,5335,6787,NA,NA
2019-12-01,Luapula,Lunga,NA,2237,3171,NA,NA
2019-12-01,Luapula,Mansa,501,23789,33020,NA,NA
2019-12-01,Luapula,Milenge,6,4456,4894,NA,NA
2019-12-01,Luapula,Mwansabombwe,22,3874,5701,NA,NA
2019-12-01,Luapula,Mwense,4,6346,9481,NA,NA
2019-12-01,Luapula,Nchelenge,256,5373,8274,1650,2125
2019-12-01,Luapula,Samfya,2,7820,11402,NA,NA
2019-12-01,Lusaka,Chilanga,5,188,2156,NA,NA
2019-12-01,Lusaka,Chirundu,1,55,1827,12,235
2019-12-01,Lusaka,Chongwe,126,600,2775,NA,NA
2019-12-01,Lusaka,Kafue,13,294,3397,12,69
2019-12-01,Lusaka,Luangwa,70,284,2220,NA,NA
2019-12-01,Lusaka,Lusaka,531,1485,16553,NA,NA
2019-12-01,Lusaka,Rufunsa,100,3199,6362,NA,NA
2019-12-01,Muchinga,Chama,NA,4322,8408,1457,1866
2019-12-01,Muchinga,Chinsali,NA,8219,11977,NA,NA
2019-12-01,Muchinga,Isoka,NA,5768,9898,NA,NA
2019-12-01,Muchinga,Kanchibiya,NA,6386,8508,NA,NA
2019-12-01,Muchinga,Lavushimanda,10,4563,5744,NA,NA
2019-12-01,Muchinga,Mafinga,NA,7030,9833,NA,NA
2019-12-01,Muchinga,Mpika,NA,7783,12606,4016,5392
2019-12-01,Muchinga,Nakonde,3,4550,7697,2602,3393
2019-12-01,Muchinga,Shiwang'andu,13,5221,8805,NA,NA
2019-12-01,Northern,Chilubi,554,5311,6602,NA,NA
2019-12-01,Northern,Kaputa,284,3594,5294,NA,NA
2019-12-01,Northern,Kasama,21,22766,31879,NA,NA
2019-12-01,Northern,Lunte,126,5562,7118,NA,NA
2019-12-01,Northern,Lupososhi,356,3476,4624,NA,NA
2019-12-01,Northern,Luwingu,69,7578,9838,NA,NA
2019-12-01,Northern,Mbala,607,6313,10096,1957,2626
2019-12-01,Northern,Mporokoso,NA,3482,5013,NA,NA
2019-12-01,Northern,Mpulungu,11,7250,12206,NA,NA
2019-12-01,Northern,Mungwi,1907,11552,13840,NA,NA
2019-12-01,Northern,Nsama,2,2434,3765,NA,NA
2019-12-01,Northern,Senga,1119,9342,14025,891,1103
2019-12-01,Northwestern,Chavuma,NA,6913,7456,NA,NA
2019-12-01,Northwestern,Ikelenge,NA,4229,7629,NA,NA
2019-12-01,Northwestern,Kabompo,61,6119,9968,NA,NA
2019-12-01,Northwestern,Kalumbila,641,15852,24694,608,791
2019-12-01,Northwestern,Kasempa,NA,16722,23506,2918,3707
2019-12-01,Northwestern,Manyinga,NA,7009,10671,518,655
2019-12-01,Northwestern,Mufumbwe,12,5887,9522,2183,3118
2019-12-01,Northwestern,Mushindamo,NA,5291,7383,1843,2216
2019-12-01,Northwestern,Mwinilunga,6,8908,13763,NA,NA
2019-12-01,Northwestern,Solwezi,NA,24052,38422,NA,NA
2019-12-01,Northwestern,Zambezi,3,6053,9055,2369,3264
2019-12-01,Southern,Chikankata,NA,100,1096,30,404
2019-12-01,Southern,Choma,NA,427,2146,463,1852
2019-12-01,Southern,Gwembe,NA,45,1078,60,825
2019-12-01,Southern,Kalomo,NA,211,2205,119,1506
2019-12-01,Southern,Kazungula,6,142,1450,271,1342
2019-12-01,Southern,Livingstone,20,62,842,0,429
2019-12-01,Southern,Mazabuka,3,127,1318,16,537
2019-12-01,Southern,Monze,NA,200,2295,19,580
2019-12-01,Southern,Namwala,NA,133,1493,49,912
2019-12-01,Southern,Pemba,NA,202,1052,132,776
2019-12-01,Southern,Siavonga,NA,41,529,16,257
2019-12-01,Southern,Sinazongwe,NA,470,2227,192,1360
2019-12-01,Southern,Zimba,6,68,613,97,902
2019-12-01,Western,Kalabo,9,3540,7964,3108,4836
2019-12-01,Western,Kaoma,116,11042,13660,5148,6949
2019-12-01,Western,Limulunga,47,2026,4105,NA,NA
2019-12-01,Western,Luampa,5,1964,5347,1144,1867
2019-12-01,Western,Lukulu,NA,5242,11588,649,1288
2019-12-01,Western,Mitete,NA,1850,3628,601,1122
2019-12-01,Western,Mongu,264,4579,11425,NA,NA
2019-12-01,Western,Mulobezi,NA,765,1830,262,973
2019-12-01,Western,Mwandi,NA,66,290,4,233
2019-12-01,Western,Nalolo,4,983,2983,668,3400
2019-12-01,Western,Nkeyema,20,1797,4864,624,1079
2019-12-01,Western,Senanga,8,2659,7538,3040,5029
2019-12-01,Western,Sesheke,NA,260,1173,184,713
2019-12-01,Western,Shang'ombo,NA,237,772,171,1182
2019-12-01,Western,Sikongo,NA,1261,2589,550,1216
2019-12-01,Western,Sioma,34,687,2334,144,654
2019-12-01,NA,NA,NA,436,1237,4,69
2020-01-01,Central,Chibombo,51,9403,17064,NA,NA
2020-01-01,Central,Chisamba,NA,2864,5458,NA,NA
2020-01-01,Central,Chitambo,1881,9855,12548,NA,NA
2020-01-01,Central,Itezhi-tezhi,NA,1396,3830,1175,3823
2020-01-01,Central,Kabwe,32,4682,13219,NA,NA
2020-01-01,Central,Kapiri-Mposhi,2564,17016,24574,1995,3334
2020-01-01,Central,Luano,1500,3440,5147,NA,NA
2020-01-01,Central,Mkushi,249,17073,25238,NA,NA
2020-01-01,Central,Mumbwa,820,4999,8987,1058,2487
2020-01-01,Central,Ngabwe,NA,2810,4459,NA,NA
2020-01-01,Central,Serenje,1009,12335,18066,NA,NA
2020-01-01,Central,Shibuyunji,NA,442,1754,66,594
2020-01-01,Copperbelt,Chililabombwe,11,11143,23385,NA,NA
2020-01-01,Copperbelt,Chingola,NA,14621,27858,407,509
2020-01-01,Copperbelt,Kalulushi,NA,11450,21370,NA,NA
2020-01-01,Copperbelt,Kitwe,2583,18688,36738,NA,NA
2020-01-01,Copperbelt,Luanshya,998,16672,28513,NA,NA
2020-01-01,Copperbelt,Lufwanyama,NA,10154,14112,9087,10286
2020-01-01,Copperbelt,Masaiti,NA,16142,21808,3799,4874
2020-01-01,Copperbelt,Mpongwe,502,14300,23195,5403,7770
2020-01-01,Copperbelt,Mufulira,394,10920,18803,NA,NA
2020-01-01,Copperbelt,Ndola,1291,19564,46960,NA,NA
2020-01-01,Eastern,Chadiza,NA,3956,8091,7267,12206
2020-01-01,Eastern,Chasefu,84,8162,13766,NA,NA
2020-01-01,Eastern,Chipangali,NA,19608,39728,NA,NA
2020-01-01,Eastern,Chipata,1310,11541,27803,80,121
2020-01-01,Eastern,Kasenengwa,NA,4266,9428,0,0
2020-01-01,Eastern,Katete,NA,2778,9704,3559,9296
2020-01-01,Eastern,Lumezi,NA,7204,14739,NA,NA
2020-01-01,Eastern,Lundazi,16,7985,14348,NA,NA
2020-01-01,Eastern,Lusangazi,NA,1745,4261,355,444
2020-01-01,Eastern,Mambwe,4,2604,7687,4163,8079
2020-01-01,Eastern,Nyimba,NA,2917,9418,3126,7021
2020-01-01,Eastern,Petauke,4,4420,14271,5204,10947
2020-01-01,Eastern,Sinda,NA,1028,5191,1417,5694
2020-01-01,Eastern,Vubwi,NA,5421,9122,5893,8208
2020-01-01,Luapula,Chembe,NA,5552,7512,0,0
2020-01-01,Luapula,Chienge,NA,6557,9791,NA,NA
2020-01-01,Luapula,Chifunabuli,751,9124,11069,NA,NA
2020-01-01,Luapula,Chipili,113,2844,3645,NA,NA
2020-01-01,Luapula,Kawambwa,NA,8946,13394,NA,NA
2020-01-01,Luapula,Lunga,NA,2078,2848,NA,NA
2020-01-01,Luapula,Mansa,928,28311,39246,NA,NA
2020-01-01,Luapula,Milenge,NA,4683,6745,NA,NA
2020-01-01,Luapula,Mwansabombwe,46,3658,5364,NA,NA
2020-01-01,Luapula,Mwense,301,6740,10342,NA,NA
2020-01-01,Luapula,Nchelenge,NA,9681,13368,857,1179
2020-01-01,Luapula,Samfya,NA,9585,14333,NA,NA
2020-01-01,Lusaka,Chilanga,43,245,1937,NA,NA
2020-01-01,Lusaka,Chirundu,NA,106,1024,21,268
2020-01-01,Lusaka,Chongwe,227,1091,4588,NA,NA
2020-01-01,Lusaka,Kafue,83,557,2673,105,177
2020-01-01,Lusaka,Luangwa,63,763,3856,NA,NA
2020-01-01,Lusaka,Lusaka,1112,2906,16238,NA,NA
2020-01-01,Lusaka,Rufunsa,1,7306,12115,NA,NA
2020-01-01,Muchinga,Chama,NA,10049,17555,3053,3803
2020-01-01,Muchinga,Chinsali,NA,9251,12315,NA,NA
2020-01-01,Muchinga,Isoka,NA,8977,14659,NA,NA
2020-01-01,Muchinga,Kanchibiya,NA,5973,7602,NA,NA
2020-01-01,Muchinga,Lavushimanda,11,5298,6951,NA,NA
2020-01-01,Muchinga,Mafinga,119,7094,10301,NA,NA
2020-01-01,Muchinga,Mpika,406,10176,12188,4933,6571
2020-01-01,Muchinga,Nakonde,4,6607,11919,1542,2162
2020-01-01,Muchinga,Shiwang'andu,175,8185,12246,NA,NA
2020-01-01,Northern,Chilubi,3747,3665,4754,NA,NA
2020-01-01,Northern,Kaputa,900,3832,5922,NA,NA
2020-01-01,Northern,Kasama,3,31326,40197,NA,NA
2020-01-01,Northern,Lunte,405,3874,6030,NA,NA
2020-01-01,Northern,Lupososhi,1227,2753,3617,NA,NA
2020-01-01,Northern,Luwingu,4360,4026,5489,NA,NA
2020-01-01,Northern,Mbala,2838,4258,6227,543,828
2020-01-01,Northern,Mporokoso,NA,3358,4734,NA,NA
2020-01-01,Northern,Mpulungu,NA,4573,7799,NA,NA
2020-01-01,Northern,Mungwi,7114,7618,8305,NA,NA
2020-01-01,Northern,Nsama,77,1980,3469,NA,NA
2020-01-01,Northern,Senga,1695,6012,7974,150,207
2020-01-01,Northwestern,Chavuma,NA,8450,13172,NA,NA
2020-01-01,Northwestern,Ikelenge,NA,5017,8800,NA,NA
2020-01-01,Northwestern,Kabompo,NA,6716,10312,NA,NA
2020-01-01,Northwestern,Kalumbila,764,21734,30046,476,619
2020-01-01,Northwestern,Kasempa,NA,17375,19555,2820,3556
2020-01-01,Northwestern,Manyinga,NA,9596,12744,5286,6376
2020-01-01,Northwestern,Mufumbwe,89,8207,12996,4234,5474
2020-01-01,Northwestern,Mushindamo,NA,5392,6843,1042,1276
2020-01-01,Northwestern,Mwinilunga,66,10923,17985,666,926
2020-01-01,Northwestern,Solwezi,1,25247,41120,NA,NA
2020-01-01,Northwestern,Zambezi,174,9421,14971,2730,3684
2020-01-01,Southern,Chikankata,NA,223,1851,49,394
2020-01-01,Southern,Choma,NA,864,3567,712,2160
2020-01-01,Southern,Gwembe,NA,95,1393,74,909
2020-01-01,Southern,Kalomo,4,549,3007,248,2169
2020-01-01,Southern,Kazungula,NA,225,1430,330,1759
2020-01-01,Southern,Livingstone,NA,120,1487,11,497
2020-01-01,Southern,Mazabuka,NA,243,1641,21,642
2020-01-01,Southern,Monze,NA,293,1912,32,562
2020-01-01,Southern,Namwala,NA,187,2949,68,1057
2020-01-01,Southern,Pemba,NA,279,1096,442,1476
2020-01-01,Southern,Siavonga,NA,77,547,53,362
2020-01-01,Southern,Sinazongwe,NA,731,2757,349,2501
2020-01-01,Southern,Zimba,NA,200,1236,128,915
2020-01-01,Western,Kalabo,146,4119,10458,2717,4477
2020-01-01,Western,Kaoma,854,11992,16133,5108,6850
2020-01-01,Western,Limulunga,6,2511,4963,NA,NA
2020-01-01,Western,Luampa,18,3939,7898,1663,2587
2020-01-01,Western,Lukulu,192,7103,14243,1214,1926
2020-01-01,Western,Mitete,1,3023,5063,1173,1959
2020-01-01,Western,Mongu,978,6218,15894,NA,NA
2020-01-01,Western,Mulobezi,NA,1356,3469,1104,2434
2020-01-01,Western,Mwandi,NA,109,298,18,269
2020-01-01,Western,Nalolo,NA,1045,3684,959,2369
2020-01-01,Western,Nkeyema,494,4278,7038,1720,2392
2020-01-01,Western,Senanga,15,3672,8578,3279,5851
2020-01-01,Western,Sesheke,5,209,1251,231,720
2020-01-01,Western,Shang'ombo,NA,664,1434,748,2491
2020-01-01,Western,Sikongo,NA,1821,3557,814,1830
2020-01-01,Western,Sioma,77,803,2479,336,1568
2020-01-01,NA,NA,NA,744,1539,84,296
2020-02-01,Central,Chibombo,NA,8818,16996,NA,NA
2020-02-01,Central,Chisamba,NA,3406,5689,NA,NA
2020-02-01,Central,Chitambo,1366,7049,9195,NA,NA
2020-02-01,Central,Itezhi-tezhi,106,1180,5171,1237,3349
2020-02-01,Central,Kabwe,39,4923,13206,NA,NA
2020-02-01,Central,Kapiri-Mposhi,3745,20775,29280,2688,4334
2020-02-01,Central,Luano,1825,5075,7027,NA,NA
2020-02-01,Central,Mkushi,699,16030,22335,NA,NA
2020-02-01,Central,Mumbwa,298,5985,10900,1471,2990
2020-02-01,Central,Ngabwe,NA,2433,4551,NA,NA
2020-02-01,Central,Serenje,1778,11750,13393,NA,NA
2020-02-01,Central,Shibuyunji,NA,407,2505,120,847
2020-02-01,Copperbelt,Chililabombwe,10,7851,16074,NA,NA
2020-02-01,Copperbelt,Chingola,NA,12508,23504,134,152
2020-02-01,Copperbelt,Kalulushi,4,13112,23704,NA,NA
2020-02-01,Copperbelt,Kitwe,1918,21318,42271,NA,NA
2020-02-01,Copperbelt,Luanshya,2347,15871,27095,NA,NA
2020-02-01,Copperbelt,Lufwanyama,NA,10086,13651,6447,8469
2020-02-01,Copperbelt,Masaiti,150,18868,24727,2969,3821
2020-02-01,Copperbelt,Mpongwe,1272,18412,26973,3700,4872
2020-02-01,Copperbelt,Mufulira,202,8038,17085,NA,NA
2020-02-01,Copperbelt,Ndola,3251,16651,40375,NA,NA
2020-02-01,Eastern,Chadiza,NA,2990,7849,7115,12300
2020-02-01,Eastern,Chasefu,NA,6060,10874,NA,NA
2020-02-01,Eastern,Chipangali,NA,18225,31600,NA,NA
2020-02-01,Eastern,Chipata,72,8830,24315,59,113
2020-02-01,Eastern,Kasenengwa,NA,4230,9558,0,0
2020-02-01,Eastern,Katete,NA,2314,9991,3546,11535
2020-02-01,Eastern,Lumezi,54,7768,13898,NA,NA
2020-02-01,Eastern,Lundazi,10,7651,16557,NA,NA
2020-02-01,Eastern,Lusangazi,NA,1229,3809,331,452
2020-02-01,Eastern,Mambwe,90,2070,7425,4338,8548
2020-02-01,Eastern,Nyimba,NA,3884,10706,5053,10071
2020-02-01,Eastern,Petauke,77,5882,17153,9296,17508
2020-02-01,Eastern,Sinda,NA,1038,5947,1830,9021
2020-02-01,Eastern,Vubwi,NA,3789,7282,6008,8524
2020-02-01,Luapula,Chembe,NA,4679,6872,NA,NA
2020-02-01,Luapula,Chienge,NA,6221,9942,NA,NA
2020-02-01,Luapula,Chifunabuli,77,10117,14170,NA,NA
2020-02-01,Luapula,Chipili,2,2882,3934,NA,NA
2020-02-01,Luapula,Kawambwa,NA,8658,13786,NA,NA
2020-02-01,Luapula,Lunga,NA,1173,1710,NA,NA
2020-02-01,Luapula,Mansa,307,22847,33645,NA,NA
2020-02-01,Luapula,Milenge,NA,3677,6007,NA,NA
2020-02-01,Luapula,Mwansabombwe,29,3445,5966,NA,NA
2020-02-01,Luapula,Mwense,NA,6783,11495,NA,NA
2020-02-01,Luapula,Nchelenge,15,10157,16329,614,876
2020-02-01,Luapula,Samfya,219,9352,14350,NA,NA
2020-02-01,Lusaka,Chilanga,13,175,2333,NA,NA
2020-02-01,Lusaka,Chirundu,6,270,2604,49,376
2020-02-01,Lusaka,Chongwe,261,919,4202,NA,NA
2020-02-01,Lusaka,Kafue,142,585,2480,55,151
2020-02-01,Lusaka,Luangwa,NA,1521,5129,NA,NA
2020-02-01,Lusaka,Lusaka,825,2016,19343,NA,NA
2020-02-01,Lusaka,Rufunsa,407,7523,14427,NA,NA
2020-02-01,Muchinga,Chama,257,10712,18375,2445,3087
2020-02-01,Muchinga,Chinsali,1,7956,13418,NA,NA
2020-02-01,Muchinga,Isoka,NA,6380,10706,NA,NA
2020-02-01,Muchinga,Kanchibiya,NA,5149,7410,NA,NA
2020-02-01,Muchinga,Lavushimanda,NA,4295,6139,NA,NA
2020-02-01,Muchinga,Mafinga,226,6425,11544,NA,NA
2020-02-01,Muchinga,Mpika,581,9479,13745,4179,5792
2020-02-01,Muchinga,Nakonde,1940,5140,10507,642,902
2020-02-01,Muchinga,Shiwang'andu,27,6296,10858,NA,NA
2020-02-01,Northern,Chilubi,4674,1545,2078,NA,NA
2020-02-01,Northern,Kaputa,1376,1523,2026,NA,NA
2020-02-01,Northern,Kasama,1577,20295,29967,NA,NA
2020-02-01,Northern,Lunte,1683,1552,2222,NA,NA
2020-02-01,Northern,Lupososhi,2758,562,731,NA,NA
2020-02-01,Northern,Luwingu,4273,1177,1957,NA,NA
2020-02-01,Northern,Mbala,3662,2512,5048,181,304
2020-02-01,Northern,Mporokoso,NA,2948,4601,NA,NA
2020-02-01,Northern,Mpulungu,NA,160,5901,NA,NA
2020-02-01,Northern,Mungwi,5920,5104,7864,NA,NA
2020-02-01,Northern,Nsama,788,1658,2536,NA,NA
2020-02-01,Northern,Senga,3338,2641,3626,102,180
2020-02-01,Northwestern,Chavuma,NA,5905,14195,NA,NA
2020-02-01,Northwestern,Ikelenge,NA,5140,8182,NA,NA
2020-02-01,Northwestern,Kabompo,NA,6310,9902,NA,NA
2020-02-01,Northwestern,Kalumbila,1746,20090,28092,451,583
2020-02-01,Northwestern,Kasempa,546,11996,18048,2485,3192
2020-02-01,Northwestern,Manyinga,NA,7362,9932,3342,4386
2020-02-01,Northwestern,Mufumbwe,753,8895,13771,1516,1924
2020-02-01,Northwestern,Mushindamo,NA,5115,7502,919,1102
2020-02-01,Northwestern,Mwinilunga,NA,11489,17136,1142,1509
2020-02-01,Northwestern,Solwezi,919,26478,44662,NA,NA
2020-02-01,Northwestern,Zambezi,137,7308,11225,2734,3542
2020-02-01,Southern,Chikankata,NA,275,2518,98,526
2020-02-01,Southern,Choma,NA,838,4032,269,1476
2020-02-01,Southern,Gwembe,NA,177,2055,267,1637
2020-02-01,Southern,Kalomo,NA,696,3334,616,3176
2020-02-01,Southern,Kazungula,5,338,1516,773,2947
2020-02-01,Southern,Livingstone,NA,120,1511,14,479
2020-02-01,Southern,Mazabuka,1,212,1930,19,681
2020-02-01,Southern,Monze,NA,253,2123,52,823
2020-02-01,Southern,Namwala,NA,250,3542,78,1488
2020-02-01,Southern,Pemba,NA,230,1419,373,1466
2020-02-01,Southern,Siavonga,NA,237,946,125,489
2020-02-01,Southern,Sinazongwe,NA,1029,4227,1024,4321
2020-02-01,Southern,Zimba,NA,130,1565,145,1032
2020-02-01,Western,Kalabo,804,5799,13323,2713,4372
2020-02-01,Western,Kaoma,337,11378,14052,3805,5037
2020-02-01,Western,Limulunga,NA,3774,7400,NA,NA
2020-02-01,Western,Luampa,62,5219,9682,2148,2960
2020-02-01,Western,Lukulu,NA,9620,19751,1081,1667
2020-02-01,Western,Mitete,NA,3309,6084,1186,2049
2020-02-01,Western,Mongu,1450,10321,19928,NA,NA
2020-02-01,Western,Mulobezi,NA,3375,5608,2738,5166
2020-02-01,Western,Mwandi,NA,287,1093,64,488
2020-02-01,Western,Nalolo,11,1103,3765,1532,3725
2020-02-01,Western,Nkeyema,2440,3489,6214,1819,2357
2020-02-01,Western,Senanga,17,7308,10218,4969,7286
2020-02-01,Western,Sesheke,36,910,2343,447,1374
2020-02-01,Western,Shang'ombo,1,537,2155,1175,3978
2020-02-01,Western,Sikongo,9,2123,4742,1261,2410
2020-02-01,Western,Sioma,101,1175,4549,410,1409
2020-02-01,NA,NA,NA,1121,1115,69,301
2020-03-01,Central,Chibombo,11,7768,16347,NA,NA
2020-03-01,Central,Chisamba,77,5699,11353,NA,NA
2020-03-01,Central,Chitambo,2071,7927,10940,NA,NA
2020-03-01,Central,Itezhi-tezhi,169,1288,4013,945,2563
2020-03-01,Central,Kabwe,145,9495,20138,NA,NA
2020-03-01,Central,Kapiri-Mposhi,2387,23509,27533,1401,2290
2020-03-01,Central,Luano,560,6121,8119,NA,NA
2020-03-01,Central,Mkushi,1069,22256,27135,NA,NA
2020-03-01,Central,Mumbwa,1553,6733,12747,1718,3036
2020-03-01,Central,Ngabwe,NA,3041,4980,NA,NA
2020-03-01,Central,Serenje,459,16126,20362,NA,NA
2020-03-01,Central,Shibuyunji,NA,513,2155,188,1181
