period,province,district,Clinical,Confirmed,Tested,Confirmed_Passive_CHW,Tested_Passive_CHW
2020-03-01,Copperbelt,Chililabombwe,7,7865,15791,NA,NA
2020-03-01,Copperbelt,Chingola,124,12697,24347,122,137
2020-03-01,Copperbelt,Kalulushi,NA,12558,23114,NA,NA
2020-03-01,Copperbelt,Kitwe,2525,20508,39386,NA,NA
2020-03-01,Copperbelt,Luanshya,1649,22234,35083,NA,NA
2020-03-01,Copperbelt,Lufwanyama,NA,8768,11898,6566,9055
2020-03-01,Copperbelt,Masaiti,NA,17899,23223,3384,4161
2020-03-01,Copperbelt,Mpongwe,3520,22178,31964,7799,10136
2020-03-01,Copperbelt,Mufulira,176,9993,19287,NA,NA
2020-03-01,Copperbelt,Ndola,3381,20238,44495,NA,NA
2020-03-01,Eastern,Chadiza,NA,5702,11254,14719,22929
2020-03-01,Eastern,Chasefu,NA,10730,16406,NA,NA
2020-03-01,Eastern,Chipangali,108,30947,44130,NA,NA
2020-03-01,Eastern,Chipata,12,16894,36305,221,262
2020-03-01,Eastern,Kasenengwa,NA,10712,18529,0,0
2020-03-01,Eastern,Katete,NA,5021,15143,11518,25523
2020-03-01,Eastern,Lumezi,158,12590,21137,NA,NA
2020-03-01,Eastern,Lundazi,NA,11423,18846,NA,NA
2020-03-01,Eastern,Lusangazi,55,3032,7159,320,424
2020-03-01,Eastern,Mambwe,NA,4986,11704,8852,15066
2020-03-01,Eastern,Nyimba,202,9097,17839,8757,14517
2020-03-01,Eastern,Petauke,512,13447,22329,10858,18431
2020-03-01,Eastern,Sinda,NA,2296,8014,5591,16512
2020-03-01,Eastern,Vubwi,319,5723,9976,6999,9443
2020-03-01,Luapula,Chembe,NA,4928,6137,NA,NA
2020-03-01,Luapula,Chienge,NA,8498,14233,NA,NA
2020-03-01,Luapula,Chifunabuli,255,10764,14833,NA,NA
2020-03-01,Luapula,Chipili,2,3618,5311,NA,NA
2020-03-01,Luapula,Kawambwa,36,9464,17430,NA,NA
2020-03-01,Luapula,Lunga,NA,1520,2702,NA,NA
2020-03-01,Luapula,Mansa,533,25252,41262,NA,NA
2020-03-01,Luapula,Milenge,6,4951,6945,NA,NA
2020-03-01,Luapula,Mwansabombwe,887,2984,5087,NA,NA
2020-03-01,Luapula,Mwense,7,8099,14112,NA,NA
2020-03-01,Luapula,Nchelenge,395,10489,15221,225,274
2020-03-01,Luapula,Samfya,568,9932,15366,NA,NA
2020-03-01,Lusaka,Chilanga,96,270,1853,NA,NA
2020-03-01,Lusaka,Chirundu,116,402,2091,140,582
2020-03-01,Lusaka,Chongwe,888,1583,4859,NA,NA
2020-03-01,Lusaka,Kafue,290,1086,3482,41,92
2020-03-01,Lusaka,Luangwa,78,1764,5635,NA,NA
2020-03-01,Lusaka,Lusaka,744,2285,16915,NA,NA
2020-03-01,Lusaka,Rufunsa,849,9503,19203,NA,NA
2020-03-01,Muchinga,Chama,1071,14106,23378,1700,2145
2020-03-01,Muchinga,Chinsali,NA,9541,14928,NA,NA
2020-03-01,Muchinga,Isoka,NA,9001,15103,NA,NA
2020-03-01,Muchinga,Kanchibiya,NA,5443,7840,NA,NA
2020-03-01,Muchinga,Lavushimanda,NA,5028,7232,NA,NA
2020-03-01,Muchinga,Mafinga,NA,5791,13097,NA,NA
2020-03-01,Muchinga,Mpika,596,11707,18393,4801,6510
2020-03-01,Muchinga,Nakonde,35,6866,11848,353,479
2020-03-01,Muchinga,Shiwang'andu,1,7708,11355,NA,NA
2020-03-01,Northern,Chilubi,2065,4819,4743,NA,NA
2020-03-01,Northern,Kaputa,219,4179,6374,NA,NA
2020-03-01,Northern,Kasama,2999,20524,27672,NA,NA
2020-03-01,Northern,Lunte,222,4535,6616,NA,NA
2020-03-01,Northern,Lupososhi,569,3202,4271,NA,NA
2020-03-01,Northern,Luwingu,2059,4131,5946,NA,NA
2020-03-01,Northern,Mbala,1625,5537,8674,438,661
2020-03-01,Northern,Mporokoso,NA,3868,5889,NA,NA
2020-03-01,Northern,Mpulungu,NA,192,6338,NA,NA
2020-03-01,Northern,Mungwi,4373,9382,11648,NA,NA
2020-03-01,Northern,Nsama,269,2650,4096,NA,NA
2020-03-01,Northern,Senga,1380,6655,9811,93,140
2020-03-01,Northwestern,Chavuma,NA,6878,9449,NA,NA
2020-03-01,Northwestern,Ikelenge,NA,6455,9447,NA,NA
2020-03-01,Northwestern,Kabompo,4,11317,14436,NA,NA
2020-03-01,Northwestern,Kalumbila,1742,20898,30770,353,477
2020-03-01,Northwestern,Kasempa,1253,10917,15554,1862,2324
2020-03-01,Northwestern,Manyinga,NA,11688,16065,3700,4190
2020-03-01,Northwestern,Mufumbwe,8,11543,15893,2182,2886
2020-03-01,Northwestern,Mushindamo,78,5068,4314,705,859
2020-03-01,Northwestern,Mwinilunga,NA,9892,15671,2476,3293
2020-03-01,Northwestern,Solwezi,594,21928,43494,NA,NA
2020-03-01,Northwestern,Zambezi,80,12372,17118,2841,3617
2020-03-01,Southern,Chikankata,NA,526,2734,179,715
2020-03-01,Southern,Choma,NA,962,4687,544,2048
2020-03-01,Southern,Gwembe,1,497,3355,983,3799
2020-03-01,Southern,Kalomo,NA,1136,4559,1471,4607
2020-03-01,Southern,Kazungula,1,489,1883,1455,4831
2020-03-01,Southern,Livingstone,NA,98,934,7,585
2020-03-01,Southern,Mazabuka,NA,318,2339,41,838
2020-03-01,Southern,Monze,NA,332,2967,67,2157
2020-03-01,Southern,Namwala,1,398,2513,99,1564
2020-03-01,Southern,Pemba,NA,335,1919,455,1859
2020-03-01,Southern,Siavonga,NA,958,2273,379,934
2020-03-01,Southern,Sinazongwe,NA,1222,6745,1952,7186
2020-03-01,Southern,Zimba,NA,107,1296,150,1185
2020-03-01,Western,Kalabo,2159,6242,13357,3281,5325
2020-03-01,Western,Kaoma,9711,9807,13986,3665,4420
2020-03-01,Western,Limulunga,140,5278,10473,NA,NA
2020-03-01,Western,Luampa,5341,6929,9877,1521,1931
2020-03-01,Western,Lukulu,NA,13724,22035,651,796
2020-03-01,Western,Mitete,137,2981,6131,1252,2436
2020-03-01,Western,Mongu,645,17189,27291,NA,NA
2020-03-01,Western,Mulobezi,62,4265,5930,3841,6139
2020-03-01,Western,Mwandi,NA,743,1747,369,798
2020-03-01,Western,Nalolo,12,2548,5767,2451,5061
2020-03-01,Western,Nkeyema,1757,7719,11149,829,1186
2020-03-01,Western,Senanga,20,15694,14932,2736,4258
2020-03-01,Western,Sesheke,24,1815,4495,1393,2700
2020-03-01,Western,Shang'ombo,37,711,2433,1641,6231
2020-03-01,Western,Sikongo,NA,2745,5660,1281,2173
2020-03-01,Western,Sioma,123,2694,6971,829,2408
2020-03-01,NA,NA,NA,1305,2684,111,428
2020-04-01,Central,Chibombo,46,13896,23564,NA,NA
2020-04-01,Central,Chisamba,105,9407,11425,NA,NA
2020-04-01,Central,Chitambo,1800,7052,10349,NA,NA
2020-04-01,Central,Itezhi-tezhi,2,2299,5831,1544,3446
2020-04-01,Central,Kabwe,353,12287,19636,NA,NA
2020-04-01,Central,Kapiri-Mposhi,3071,26536,36005,567,847
2020-04-01,Central,Luano,355,6032,28691,NA,NA
2020-04-01,Central,Mkushi,1723,15445,20324,NA,NA
2020-04-01,Central,Mumbwa,2453,9804,16163,1376,2292
2020-04-01,Central,Ngabwe,786,6169,7672,NA,NA
2020-04-01,Central,Serenje,939,14607,16863,NA,NA
2020-04-01,Central,Shibuyunji,2,1255,3782,520,1708
2020-04-01,Copperbelt,Chililabombwe,6,7365,13769,NA,NA
2020-04-01,Copperbelt,Chingola,1,10620,19577,98,122
2020-04-01,Copperbelt,Kalulushi,NA,12807,21112,NA,NA
2020-04-01,Copperbelt,Kitwe,1714,22982,40232,NA,NA
2020-04-01,Copperbelt,Luanshya,644,22852,34772,NA,NA
2020-04-01,Copperbelt,Lufwanyama,NA,8965,10582,6019,7941
2020-04-01,Copperbelt,Masaiti,1,18137,22010,2604,3163
2020-04-01,Copperbelt,Mpongwe,3417,19615,27786,5312,6767
2020-04-01,Copperbelt,Mufulira,10,8720,16194,NA,NA
2020-04-01,Copperbelt,Ndola,673,26413,42489,NA,NA
2020-04-01,Eastern,Chadiza,NA,5522,9448,19129,26618
2020-04-01,Eastern,Chasefu,810,14236,17159,NA,NA
2020-04-01,Eastern,Chipangali,8092,21982,29335,10,12
2020-04-01,Eastern,Chipata,15,18686,34583,746,1149
2020-04-01,Eastern,Kasenengwa,326,16601,23255,1884,2871
2020-04-01,Eastern,Katete,NA,6804,14116,21413,35737
2020-04-01,Eastern,Lumezi,2425,14116,19881,NA,NA
2020-04-01,Eastern,Lundazi,5,15141,20142,NA,NA
2020-04-01,Eastern,Lusangazi,450,4686,7399,1075,1725
2020-04-01,Eastern,Mambwe,97,8884,16415,10125,15196
2020-04-01,Eastern,Nyimba,47,19305,28484,13280,18169
2020-04-01,Eastern,Petauke,11492,23177,29578,9465,12056
2020-04-01,Eastern,Sinda,NA,5373,10497,18627,32675
2020-04-01,Eastern,Vubwi,2237,4416,6512,3292,4415
2020-04-01,Luapula,Chembe,NA,3850,5702,9,16
2020-04-01,Luapula,Chienge,635,9614,11169,NA,NA
2020-04-01,Luapula,Chifunabuli,NA,11349,14001,NA,NA
2020-04-01,Luapula,Chipili,NA,3045,4338,NA,NA
2020-04-01,Luapula,Kawambwa,1169,9256,12076,NA,NA
2020-04-01,Luapula,Lunga,NA,1118,1264,NA,NA
2020-04-01,Luapula,Mansa,104,23445,33488,NA,NA
2020-04-01,Luapula,Milenge,1,5386,8256,NA,NA
2020-04-01,Luapula,Mwansabombwe,151,5187,7861,NA,NA
2020-04-01,Luapula,Mwense,116,7655,11937,NA,NA
2020-04-01,Luapula,Nchelenge,NA,15306,20979,1368,1754
2020-04-01,Luapula,Samfya,2541,11172,13762,NA,NA
2020-04-01,Lusaka,Chilanga,131,200,870,NA,NA
2020-04-01,Lusaka,Chirundu,150,824,2367,83,230
2020-04-01,Lusaka,Chongwe,1176,3118,6033,NA,NA
2020-04-01,Lusaka,Kafue,334,2023,4701,85,177
2020-04-01,Lusaka,Luangwa,1603,1909,3922,NA,NA
2020-04-01,Lusaka,Lusaka,528,2818,14842,NA,NA
2020-04-01,Lusaka,Rufunsa,1184,13791,18654,NA,NA
2020-04-01,Muchinga,Chama,811,19780,29127,304,375
2020-04-01,Muchinga,Chinsali,6,10672,15507,NA,NA
2020-04-01,Muchinga,Isoka,NA,10049,15756,NA,NA
2020-04-01,Muchinga,Kanchibiya,1,5401,7647,NA,NA
2020-04-01,Muchinga,Lavushimanda,9,5715,7258,NA,NA
2020-04-01,Muchinga,Mafinga,16,9334,12093,NA,NA
2020-04-01,Muchinga,Mpika,NA,13501,19968,4495,6075
2020-04-01,Muchinga,Nakonde,1682,8365,12273,118,202
2020-04-01,Muchinga,Shiwang'andu,NA,7043,11110,NA,NA
2020-04-01,Northern,Chilubi,2526,3514,4407,NA,NA
2020-04-01,Northern,Kaputa,4,5819,8760,NA,NA
2020-04-01,Northern,Kasama,3853,13407,16816,NA,NA
2020-04-01,Northern,Lunte,3529,983,1641,NA,NA
2020-04-01,Northern,Lupososhi,1568,1391,1923,NA,NA
2020-04-01,Northern,Luwingu,2580,2023,2880,NA,NA
2020-04-01,Northern,Mbala,1113,5690,8831,117,189
2020-04-01,Northern,Mporokoso,NA,4352,6067,NA,NA
2020-04-01,Northern,Mpulungu,381,1516,3286,NA,NA
2020-04-01,Northern,Mungwi,8185,4389,5672,NA,NA
2020-04-01,Northern,Nsama,1136,2770,3835,NA,NA
2020-04-01,Northern,Senga,1462,4306,6658,41,53
2020-04-01,Northwestern,Chavuma,5,8683,12137,NA,NA
2020-04-01,Northwestern,Ikelenge,NA,3667,6010,NA,NA
2020-04-01,Northwestern,Kabompo,NA,10450,12643,NA,NA
2020-04-01,Northwestern,Kalumbila,608,21380,30134,694,1070
2020-04-01,Northwestern,Kasempa,302,12243,18865,2744,3340
2020-04-01,Northwestern,Manyinga,NA,8301,10632,4707,5224
2020-04-01,Northwestern,Mufumbwe,NA,11208,16759,3411,4059
2020-04-01,Northwestern,Mushindamo,80,4018,6119,425,518
2020-04-01,Northwestern,Mwinilunga,6,8863,12229,3287,4188
2020-04-01,Northwestern,Solwezi,NA,23775,42023,NA,NA
2020-04-01,Northwestern,Zambezi,19,12368,16475,3051,3580
2020-04-01,Southern,Chikankata,NA,796,2856,382,931
2020-04-01,Southern,Choma,11,1954,6615,883,2658
2020-04-01,Southern,Gwembe,NA,833,3129,1956,4743
2020-04-01,Southern,Kalomo,NA,2947,7207,2177,6269
2020-04-01,Southern,Kazungula,NA,903,2713,2633,6177
2020-04-01,Southern,Livingstone,NA,190,932,19,579
2020-04-01,Southern,Mazabuka,1,637,2493,187,1091
2020-04-01,Southern,Monze,NA,682,3251,144,897
2020-04-01,Southern,Namwala,NA,1052,4380,247,1502
2020-04-01,Southern,Pemba,NA,723,2130,975,2455
2020-04-01,Southern,Siavonga,9,1912,3784,834,1634
2020-04-01,Southern,Sinazongwe,NA,2525,5824,4288,9551
2020-04-01,Southern,Zimba,NA,265,1708,347,1511
2020-04-01,Western,Kalabo,1375,6060,11438,2137,3556
2020-04-01,Western,Kaoma,14767,6844,9460,1076,1285
2020-04-01,Western,Limulunga,1386,4056,6462,NA,NA
2020-04-01,Western,Luampa,1158,11791,16011,1695,2333
2020-04-01,Western,Lukulu,NA,9243,14217,29,34
2020-04-01,Western,Mitete,12,2517,3945,270,550
2020-04-01,Western,Mongu,4060,15782,22951,NA,NA
2020-04-01,Western,Mulobezi,1928,2359,3773,1551,1539
2020-04-01,Western,Mwandi,9,993,2162,199,446
2020-04-01,Western,Nalolo,43,3517,5674,4691,7458
2020-04-01,Western,Nkeyema,2045,8682,14278,80,102
2020-04-01,Western,Senanga,291,12648,15440,1942,2787
2020-04-01,Western,Sesheke,532,2146,3829,1653,3035
2020-04-01,Western,Shang'ombo,NA,1039,2014,2027,6409
2020-04-01,Western,Sikongo,248,2819,4536,824,1535
2020-04-01,Western,Sioma,NA,3487,7019,1199,2836
2020-04-01,NA,NA,NA,1986,3260,270,539
2020-05-01,Central,Chibombo,47,12993,21212,NA,NA
2020-05-01,Central,Chisamba,4,3965,10347,NA,NA
2020-05-01,Central,Chitambo,510,6089,8200,NA,NA
2020-05-01,Central,Itezhi-tezhi,265,1957,4276,991,1974
2020-05-01,Central,Kabwe,49,11040,17244,NA,NA
2020-05-01,Central,Kapiri-Mposhi,2749,13864,21731,379,455
2020-05-01,Central,Luano,174,5579,6706,NA,NA
2020-05-01,Central,Mkushi,2002,9746,11336,NA,NA
2020-05-01,Central,Mumbwa,2286,4591,7763,505,983
2020-05-01,Central,Ngabwe,NA,4904,6087,NA,NA
2020-05-01,Central,Serenje,1049,10693,12540,NA,NA
2020-05-01,Central,Shibuyunji,NA,910,2061,408,1342
2020-05-01,Copperbelt,Chililabombwe,5,7430,13641,NA,NA
2020-05-01,Copperbelt,Chingola,NA,11186,21654,40,46
2020-05-01,Copperbelt,Kalulushi,NA,13244,21490,NA,NA
2020-05-01,Copperbelt,Kitwe,409,20167,33727,NA,NA
2020-05-01,Copperbelt,Luanshya,57,17309,26157,NA,NA
2020-05-01,Copperbelt,Lufwanyama,NA,10961,14385,4022,5114
2020-05-01,Copperbelt,Masaiti,NA,14980,17940,899,1160
2020-05-01,Copperbelt,Mpongwe,6355,14123,18379,124,172
2020-05-01,Copperbelt,Mufulira,4,6597,16885,NA,NA
2020-05-01,Copperbelt,Ndola,211,21908,37565,NA,NA
2020-05-01,Eastern,Chadiza,79,5648,8455,17257,23760
2020-05-01,Eastern,Chasefu,1816,15703,16289,NA,NA
2020-05-01,Eastern,Chipangali,4432,12197,16914,12,22
2020-05-01,Eastern,Chipata,83,24661,33902,1174,2152
2020-05-01,Eastern,Kasenengwa,537,13616,17168,2523,3296
2020-05-01,Eastern,Katete,NA,7380,13117,15733,25193
2020-05-01,Eastern,Lumezi,1856,15861,20672,NA,NA
2020-05-01,Eastern,Lundazi,923,12657,16516,NA,NA
2020-05-01,Eastern,Lusangazi,481,3772,5381,2340,3420
2020-05-01,Eastern,Mambwe,181,10218,15870,8332,11726
2020-05-01,Eastern,Nyimba,NA,21186,30209,6370,8232
2020-05-01,Eastern,Petauke,11726,13900,19447,2518,3387
2020-05-01,Eastern,Sinda,297,6014,10444,12870,22049
2020-05-01,Eastern,Vubwi,9,5104,6929,5785,7763
2020-05-01,Luapula,Chembe,NA,3341,5302,0,0
2020-05-01,Luapula,Chienge,28,8262,12519,NA,NA
2020-05-01,Luapula,Chifunabuli,NA,10415,13350,NA,NA
2020-05-01,Luapula,Chipili,NA,2868,4051,NA,NA
2020-05-01,Luapula,Kawambwa,705,8809,12442,NA,NA
2020-05-01,Luapula,Lunga,NA,1225,1640,NA,NA
2020-05-01,Luapula,Mansa,37,22791,32516,NA,NA
2020-05-01,Luapula,Milenge,NA,4078,6131,NA,NA
2020-05-01,Luapula,Mwansabombwe,NA,5558,7670,NA,NA
2020-05-01,Luapula,Mwense,1,7675,11689,NA,NA
2020-05-01,Luapula,Nchelenge,NA,14571,20270,1001,1277
2020-05-01,Luapula,Samfya,2580,10918,12794,NA,NA
2020-05-01,Lusaka,Chilanga,162,229,928,NA,NA
2020-05-01,Lusaka,Chirundu,NA,647,2171,248,581
2020-05-01,Lusaka,Chongwe,680,2679,6162,NA,NA
2020-05-01,Lusaka,Kafue,694,820,2257,55,127
2020-05-01,Lusaka,Luangwa,1546,560,2264,NA,NA
2020-05-01,Lusaka,Lusaka,625,2973,15273,NA,NA
2020-05-01,Lusaka,Rufunsa,811,8531,12897,NA,NA
2020-05-01,Muchinga,Chama,2183,15342,21877,317,380
2020-05-01,Muchinga,Chinsali,18,9079,13568,NA,NA
2020-05-01,Muchinga,Isoka,NA,10943,15415,NA,NA
2020-05-01,Muchinga,Kanchibiya,NA,5148,6923,NA,NA
2020-05-01,Muchinga,Lavushimanda,14,3711,6065,NA,NA
2020-05-01,Muchinga,Mafinga,NA,9838,12160,NA,NA
2020-05-01,Muchinga,Mpika,1,11005,17072,2671,3485
2020-05-01,Muchinga,Nakonde,NA,9279,12662,93,148
2020-05-01,Muchinga,Shiwang'andu,5,5218,8675,NA,NA
2020-05-01,Northern,Chilubi,1210,4111,5274,NA,NA
2020-05-01,Northern,Kaputa,3,5799,8543,NA,NA
2020-05-01,Northern,Kasama,1441,17927,23445,NA,NA
2020-05-01,Northern,Lunte,1456,5179,6299,NA,NA
2020-05-01,Northern,Lupososhi,1228,2077,2742,NA,NA
2020-05-01,Northern,Luwingu,2903,3914,4929,NA,NA
2020-05-01,Northern,Mbala,1526,6145,7945,99,152
2020-05-01,Northern,Mporokoso,NA,5320,6737,NA,NA
2020-05-01,Northern,Mpulungu,38,2921,4942,NA,NA
2020-05-01,Northern,Mungwi,3736,8490,11221,NA,NA
2020-05-01,Northern,Nsama,172,3652,5204,NA,NA
2020-05-01,Northern,Senga,1416,6494,9167,97,117
2020-05-01,Northwestern,Chavuma,NA,6841,8657,NA,NA
2020-05-01,Northwestern,Ikelenge,NA,3638,5746,NA,NA
2020-05-01,Northwestern,Kabompo,22,7909,8995,NA,NA
2020-05-01,Northwestern,Kalumbila,162,15293,24141,442,584
2020-05-01,Northwestern,Kasempa,69,9648,16289,1638,1981
2020-05-01,Northwestern,Manyinga,NA,6150,8023,4222,4988
2020-05-01,Northwestern,Mufumbwe,99,9676,12748,1543,1876
2020-05-01,Northwestern,Mushindamo,193,4084,4708,638,782
2020-05-01,Northwestern,Mwinilunga,12,6581,9957,3080,3925
2020-05-01,Northwestern,Solwezi,NA,19434,30406,NA,NA
2020-05-01,Northwestern,Zambezi,10,9575,13556,1983,2342
2020-05-01,Southern,Chikankata,NA,491,1542,308,767
2020-05-01,Southern,Choma,10,1360,4529,501,1826
2020-05-01,Southern,Gwembe,NA,434,1915,1203,2822
2020-05-01,Southern,Kalomo,NA,1460,5530,1173,3849
2020-05-01,Southern,Kazungula,NA,551,1685,1405,3442
2020-05-01,Southern,Livingstone,NA,123,655,8,524
2020-05-01,Southern,Mazabuka,NA,369,1976,73,679
2020-05-01,Southern,Monze,15,470,2068,159,776
2020-05-01,Southern,Namwala,NA,757,3309,148,1146
2020-05-01,Southern,Pemba,NA,375,1072,759,1947
2020-05-01,Southern,Siavonga,3,963,2213,761,1366
2020-05-01,Southern,Sinazongwe,NA,1557,3874,2971,6366
2020-05-01,Southern,Zimba,NA,134,944,188,994
2020-05-01,Western,Kalabo,766,3443,6503,1027,1905
2020-05-01,Western,Kaoma,13835,6017,7769,86,92
2020-05-01,Western,Limulunga,1686,3197,4574,NA,NA
2020-05-01,Western,Luampa,96,9346,13460,808,1198
2020-05-01,Western,Lukulu,909,7380,9853,65,72
2020-05-01,Western,Mitete,466,1311,3479,833,1365
2020-05-01,Western,Mongu,4192,6074,9987,NA,NA
2020-05-01,Western,Mulobezi,1114,1836,3382,385,661
2020-05-01,Western,Mwandi,56,1023,1977,113,251
2020-05-01,Western,Nalolo,638,2134,3525,2004,3185
2020-05-01,Western,Nkeyema,743,8495,11698,0,0
2020-05-01,Western,Senanga,335,6615,9822,819,1179
2020-05-01,Western,Sesheke,452,1609,2903,1221,1999
2020-05-01,Western,Shang'ombo,NA,841,2126,964,2582
2020-05-01,Western,Sikongo,375,2012,3196,258,560
2020-05-01,Western,Sioma,97,2961,5736,1010,1944
2020-05-01,NA,NA,NA,1305,1917,261,479
2020-06-01,Central,Chibombo,16,6347,13375,NA,NA
2020-06-01,Central,Chisamba,NA,2685,5898,NA,NA
2020-06-01,Central,Chitambo,1024,4372,7363,NA,NA
2020-06-01,Central,Itezhi-tezhi,13,478,1517,283,940
2020-06-01,Central,Kabwe,174,5082,11342,NA,NA
2020-06-01,Central,Kapiri-Mposhi,1761,12243,18731,78,106
2020-06-01,Central,Luano,151,3440,4860,NA,NA
2020-06-01,Central,Mkushi,237,8845,12140,NA,NA
2020-06-01,Central,Mumbwa,574,1768,4328,156,417
2020-06-01,Central,Ngabwe,NA,2064,3024,NA,NA
2020-06-01,Central,Serenje,88,6352,10088,NA,NA
2020-06-01,Central,Shibuyunji,NA,182,952,123,736
2020-06-01,Copperbelt,Chililabombwe,NA,4240,9583,NA,NA
2020-06-01,Copperbelt,Chingola,2,7961,18287,21,25
2020-06-01,Copperbelt,Kalulushi,NA,7489,14663,NA,NA
2020-06-01,Copperbelt,Kitwe,367,11711,23382,NA,NA
2020-06-01,Copperbelt,Luanshya,3,10331,19065,NA,NA
2020-06-01,Copperbelt,Lufwanyama,NA,7510,13635,1329,1801
2020-06-01,Copperbelt,Masaiti,18,10830,13418,515,676
2020-06-01,Copperbelt,Mpongwe,1946,11767,16663,103,121
2020-06-01,Copperbelt,Mufulira,6,6720,14275,NA,NA
2020-06-01,Copperbelt,Ndola,243,12687,30691,NA,NA
2020-06-01,Eastern,Chadiza,218,4968,7964,7475,10882
2020-06-01,Eastern,Chasefu,713,12559,17217,NA,NA
2020-06-01,Eastern,Chipangali,2964,9071,12982,53,75
2020-06-01,Eastern,Chipata,164,13197,25616,1105,1429
2020-06-01,Eastern,Kasenengwa,488,8981,13059,762,1075
2020-06-01,Eastern,Katete,NA,4874,10892,7068,13295
2020-06-01,Eastern,Lumezi,3200,9400,13802,NA,NA
2020-06-01,Eastern,Lundazi,2513,6861,9775,NA,NA
2020-06-01,Eastern,Lusangazi,373,2427,3932,1393,2168
2020-06-01,Eastern,Mambwe,NA,6488,10352,5819,8669
2020-06-01,Eastern,Nyimba,NA,14933,21866,1739,2225
2020-06-01,Eastern,Petauke,7196,8355,12639,471,622
2020-06-01,Eastern,Sinda,443,5177,9594,1999,4874
2020-06-01,Eastern,Vubwi,112,2985,5644,1340,1938
2020-06-01,Luapula,Chembe,NA,2311,4062,0,0
2020-06-01,Luapula,Chienge,NA,6691,10105,NA,NA
2020-06-01,Luapula,Chifunabuli,NA,6255,8899,NA,NA
2020-06-01,Luapula,Chipili,NA,2059,2901,NA,NA
2020-06-01,Luapula,Kawambwa,1319,5496,8499,NA,NA
2020-06-01,Luapula,Lunga,NA,1082,1666,NA,NA
2020-06-01,Luapula,Mansa,1179,13050,20081,NA,NA
2020-06-01,Luapula,Milenge,NA,2322,4138,NA,NA
2020-06-01,Luapula,Mwansabombwe,16,4423,6556,NA,NA
2020-06-01,Luapula,Mwense,NA,6682,10875,NA,NA
2020-06-01,Luapula,Nchelenge,NA,14339,21215,450,567
2020-06-01,Luapula,Samfya,81,6407,8079,NA,NA
2020-06-01,Lusaka,Chilanga,106,181,1177,NA,NA
2020-06-01,Lusaka,Chirundu,7,391,1377,86,306
2020-06-01,Lusaka,Chongwe,239,1814,4912,NA,NA
2020-06-01,Lusaka,Kafue,195,605,2141,10,55
2020-06-01,Lusaka,Luangwa,51,1851,5236,NA,NA
2020-06-01,Lusaka,Lusaka,841,2464,15636,NA,NA
2020-06-01,Lusaka,Rufunsa,21,3395,5640,NA,NA
2020-06-01,Muchinga,Chama,2779,12449,18005,351,429
2020-06-01,Muchinga,Chinsali,NA,7701,11711,NA,NA
2020-06-01,Muchinga,Isoka,560,7913,11514,NA,NA
2020-06-01,Muchinga,Kanchibiya,NA,2695,3768,NA,NA
2020-06-01,Muchinga,Lavushimanda,70,2338,3491,NA,NA
2020-06-01,Muchinga,Mafinga,1899,6784,9070,NA,NA
2020-06-01,Muchinga,Mpika,58,6460,10197,1285,1683
2020-06-01,Muchinga,Nakonde,NA,10514,13644,161,206
2020-06-01,Muchinga,Shiwang'andu,NA,3692,6539,NA,NA
2020-06-01,Northern,Chilubi,148,3817,5508,NA,NA
2020-06-01,Northern,Kaputa,1,4834,6889,NA,NA
2020-06-01,Northern,Kasama,1271,13188,18541,NA,NA
2020-06-01,Northern,Lunte,27,4428,6262,NA,NA
2020-06-01,Northern,Lupososhi,278,2016,2963,NA,NA
2020-06-01,Northern,Luwingu,722,4747,8307,NA,NA
2020-06-01,Northern,Mbala,416,7975,12040,191,297
2020-06-01,Northern,Mporokoso,NA,2387,3502,NA,NA
2020-06-01,Northern,Mpulungu,38,5117,8744,NA,NA
2020-06-01,Northern,Mungwi,1478,9693,13335,NA,NA
2020-06-01,Northern,Nsama,540,2689,3586,NA,NA
2020-06-01,Northern,Senga,683,5668,8363,135,146
2020-06-01,Northwestern,Chavuma,NA,7981,6309,NA,NA
2020-06-01,Northwestern,Ikelenge,NA,2567,5076,NA,NA
2020-06-01,Northwestern,Kabompo,NA,4624,6894,NA,NA
2020-06-01,Northwestern,Kalumbila,290,14220,18589,303,411
2020-06-01,Northwestern,Kasempa,NA,5632,12270,1014,1297
2020-06-01,Northwestern,Manyinga,NA,3439,5427,1785,2184
2020-06-01,Northwestern,Mufumbwe,3,5459,8358,715,843
2020-06-01,Northwestern,Mushindamo,27,4536,3523,619,751
2020-06-01,Northwestern,Mwinilunga,152,4572,7984,1407,1967
2020-06-01,Northwestern,Solwezi,2,10520,17927,NA,NA
2020-06-01,Northwestern,Zambezi,7,6446,8467,941,1183
2020-06-01,Southern,Chikankata,1,156,1089,119,550
2020-06-01,Southern,Choma,NA,394,2605,205,1509
2020-06-01,Southern,Gwembe,NA,361,1552,390,1381
2020-06-01,Southern,Kalomo,NA,374,2242,379,2392
2020-06-01,Southern,Kazungula,NA,123,626,300,1471
2020-06-01,Southern,Livingstone,NA,54,453,10,540
2020-06-01,Southern,Mazabuka,NA,195,1574,20,436
2020-06-01,Southern,Monze,NA,191,1506,67,697
2020-06-01,Southern,Namwala,NA,214,1425,53,1005
2020-06-01,Southern,Pemba,NA,97,617,189,912
2020-06-01,Southern,Siavonga,NA,499,1210,461,898
2020-06-01,Southern,Sinazongwe,NA,936,2120,1802,4241
2020-06-01,Southern,Zimba,NA,33,775,75,778
