region,zone,woreda,year,population
SNNP,Sidama,Leku Town Administration,2018,201808
SNNP,Sidama,Leku Town Administration,2019,208468
SNNP,Sidama,Leku Town Administration,2021,222453
SNNP,Sidama,Leku Town Administration,2022,229794
Oromia,West Wellega,Leta Sibu,2020,54939
Oromia,West Wellega,Leta Sibu,2018,51485
Oromia,West Wellega,Leta Sibu,2019,53184
Oromia,West Wellega,Leta Sibu,2021,56752
Oromia,West Wellega,Leta Sibu,2022,58625
Oromia,West Shewa,Liban Jawi,2020,79491
Oromia,West Shewa,Liban Jawi,2018,74493
Oromia,West Shewa,Liban Jawi,2019,76952
Oromia,West Shewa,Liban Jawi,2021,82114
Oromia,West Shewa,Liban Jawi,2022,84824
Oromia,Guji,Liben,2020,91944
Oromia,Guji,Liben,2018,86163
Oromia,Guji,Liben,2019,89007
Oromia,Guji,Liben,2021,94978
Oromia,Guji,Liben,2022,98112
Oromia,East Shewa,Liben Chukala,2020,104423
Oromia,East Shewa,Liben Chukala,2018,97858
Oromia,East Shewa,Liben Chukala,2019,101087
Oromia,East Shewa,Liben Chukala,2021,107869
Oromia,East Shewa,Liben Chukala,2022,111429
Amhara,South Gondar,Libokemekem,2020,262365
Amhara,South Gondar,Libokemekem,2018,245870
Amhara,South Gondar,Libokemekem,2019,253984
Amhara,South Gondar,Libokemekem,2021,271023
Amhara,South Gondar,Libokemekem,2022,279967
Addis Ababa,Region 14,Lideta,2020,258996
Addis Ababa,Region 14,Lideta,2018,242713
Addis Ababa,Region 14,Lideta,2019,250722
Addis Ababa,Region 14,Lideta,2021,267543
Addis Ababa,Region 14,Lideta,2022,276372
Oromia,East Wellega,Limu (Oromia),2020,99475
Oromia,East Wellega,Limu (Oromia),2018,93221
Oromia,East Wellega,Limu (Oromia),2019,96297
Oromia,East Wellega,Limu (Oromia),2021,102758
Oromia,East Wellega,Limu (Oromia),2022,106149
SNNP,Hadiya,Limu (SNNP),2020,166587
SNNP,Hadiya,Limu (SNNP),2018,156114
SNNP,Hadiya,Limu (SNNP),2019,161265
SNNP,Hadiya,Limu (SNNP),2021,172084
SNNP,Hadiya,Limu (SNNP),2022,177763
Oromia,Arsi,Limu Bilbilo,2020,222707
Oromia,Arsi,Limu Bilbilo,2018,208705
Oromia,Arsi,Limu Bilbilo,2019,215592
Oromia,Arsi,Limu Bilbilo,2021,230056
Oromia,Arsi,Limu Bilbilo,2022,237648
Oromia,Jimma,Limu Kosa,2020,220485
Oromia,Jimma,Limu Kosa,2018,206623
Oromia,Jimma,Limu Kosa,2019,213441
Oromia,Jimma,Limu Kosa,2021,227761
Oromia,Jimma,Limu Kosa,2022,235277
Oromia,Jimma,Limu Seka,2020,148281
Oromia,Jimma,Limu Seka,2018,138958
Oromia,Jimma,Limu Seka,2019,143544
Oromia,Jimma,Limu Seka,2021,153174
Oromia,Jimma,Limu Seka,2022,158229
Afar,Zone 1 (Awsi Rasu),Logiya-Semera,2020,28057
Afar,Zone 1 (Awsi Rasu),Logiya-Semera,2018,26293
Afar,Zone 1 (Awsi Rasu),Logiya-Semera,2019,27161
Afar,Zone 1 (Awsi Rasu),Logiya-Semera,2021,28983
Afar,Zone 1 (Awsi Rasu),Logiya-Semera,2022,29939
SNNP,Sidama,Loka Abaya,2020,124206
SNNP,Sidama,Loka Abaya,2018,116397
SNNP,Sidama,Loka Abaya,2019,120238
SNNP,Sidama,Loka Abaya,2021,128305
SNNP,Sidama,Loka Abaya,2022,132539
Oromia,East Shewa,Lome (Oromia),2020,121159
Oromia,East Shewa,Lome (Oromia),2018,113542
Oromia,East Shewa,Lome (Oromia),2019,117288
Oromia,East Shewa,Lome (Oromia),2021,125157
Oromia,East Shewa,Lome (Oromia),2022,129287
SNNP,Dawuro,Lome (SNNP),2020,58549
SNNP,Dawuro,Lome (SNNP),2018,54868
SNNP,Dawuro,Lome (SNNP),2019,56679
SNNP,Dawuro,Lome (SNNP),2021,60481
SNNP,Dawuro,Lome (SNNP),2022,62477
Oromia,Arsi,Lude Hitosa,2020,149273
Oromia,Arsi,Lude Hitosa,2018,139888
Oromia,Arsi,Lude Hitosa,2019,144504
Oromia,Arsi,Lude Hitosa,2021,154199
Oromia,Arsi,Lude Hitosa,2022,159288
SNNP,Mirab Omo,Maji,2020,41646
SNNP,Mirab Omo,Maji,2018,39028
SNNP,Mirab Omo,Maji,2019,40316
SNNP,Mirab Omo,Maji,2021,43020
SNNP,Mirab Omo,Maji,2022,44440
Gambela,Nuwer,Makuey,2020,23335
Gambela,Nuwer,Makuey,2018,21868
Gambela,Nuwer,Makuey,2019,22590
Gambela,Nuwer,Makuey,2021,24105
Gambela,Nuwer,Makuey,2022,24901
SNNP,South Omo,Male,2020,109713
SNNP,South Omo,Male,2018,102815
SNNP,South Omo,Male,2019,106208
SNNP,South Omo,Male,2021,113334
SNNP,South Omo,Male,2022,117074
SNNP,Sidama,Malga,2020,143093
SNNP,Sidama,Malga,2018,134097
SNNP,Sidama,Malga,2019,138522
SNNP,Sidama,Malga,2021,147815
SNNP,Sidama,Malga,2022,152693
Dire Dawa,Dire Dawa urban,Malka Jabti (M/jebdu),2020,20132
Dire Dawa,Dire Dawa urban,Malka Jabti (M/jebdu),2018,18866
Dire Dawa,Dire Dawa urban,Malka Jabti (M/jebdu),2019,19489
Dire Dawa,Dire Dawa urban,Malka Jabti (M/jebdu),2021,20796
Dire Dawa,Dire Dawa urban,Malka Jabti (M/jebdu),2022,21483
Oromia,West Wellega,Mana Sibu,2020,147320
Oromia,West Wellega,Mana Sibu,2018,138058
Oromia,West Wellega,Mana Sibu,2019,142614
Oromia,West Wellega,Mana Sibu,2021,152182
Oromia,West Wellega,Mana Sibu,2022,157204
Oromia,Jimma,Mancho,2020,183616
Oromia,Jimma,Mancho,2018,172072
Oromia,Jimma,Mancho,2019,177750
Oromia,Jimma,Mancho,2021,189675
Oromia,Jimma,Mancho,2022,195935
Benishangul Gumz,Metekel,Mandura,2020,62157
Benishangul Gumz,Metekel,Mandura,2018,58249
Benishangul Gumz,Metekel,Mandura,2019,60171
Benishangul Gumz,Metekel,Mandura,2021,64208
Benishangul Gumz,Metekel,Mandura,2022,66327
Benishangul Gumz,Mao Komo Special,Maokomo Special,2020,70414
Benishangul Gumz,Mao Komo Special,Maokomo Special,2018,65987
Benishangul Gumz,Mao Komo Special,Maokomo Special,2019,68165
Benishangul Gumz,Mao Komo Special,Maokomo Special,2021,72738
Benishangul Gumz,Mao Komo Special,Maokomo Special,2022,75138
SNNP,Dawuro,Mareka,2020,59669
SNNP,Dawuro,Mareka,2018,55918
SNNP,Dawuro,Mareka,2019,57763
SNNP,Dawuro,Mareka,2021,61638
SNNP,Dawuro,Mareka,2022,63672
SNNP,Guraghe,Mareko,2020,85457
SNNP,Guraghe,Mareko,2018,80084
SNNP,Guraghe,Mareko,2019,82727
SNNP,Guraghe,Mareko,2021,88277
SNNP,Guraghe,Mareko,2022,91190
SNNP,Dawuro,Mari Mansa,2020,65235
SNNP,Dawuro,Mari Mansa,2018,61134
SNNP,Dawuro,Mari Mansa,2019,63151
SNNP,Dawuro,Mari Mansa,2021,67388
SNNP,Dawuro,Mari Mansa,2022,69612
Somali,Korahe,Marsin,2020,73605
Somali,Korahe,Marsin,2018,68977
Somali,Korahe,Marsin,2019,71254
Somali,Korahe,Marsin,2021,76034
Somali,Korahe,Marsin,2022,78543
SNNP,Sheka,Masha,2020,54561
SNNP,Sheka,Masha,2018,51131
SNNP,Sheka,Masha,2019,52818
SNNP,Sheka,Masha,2021,56362
SNNP,Sheka,Masha,2022,58221
SNNP,Sheka,Masha Town,2020,6472
SNNP,Sheka,Masha Town,2018,6065
SNNP,Sheka,Masha Town,2019,6265
SNNP,Sheka,Masha Town,2021,6686
SNNP,Sheka,Masha Town,2022,6906
Tigray,Southern,Maychew Town,2020,39346
Tigray,Southern,Maychew Town,2018,36872
Tigray,Southern,Maychew Town,2019,38089
Tigray,Southern,Maychew Town,2021,40644
Tigray,Southern,Maychew Town,2022,41986
Amhara,West Gojam,Mecha,2020,127019
Amhara,West Gojam,Mecha,2018,119033
Amhara,West Gojam,Mecha,2019,122961
Amhara,West Gojam,Mecha,2021,131211
Amhara,West Gojam,Mecha,2022,135541
Oromia,Bale,Meda Welabu,2020,133207
Oromia,Bale,Meda Welabu,2018,124832
Oromia,Bale,Meda Welabu,2019,128952
Oromia,Bale,Meda Welabu,2021,137603
Oromia,Bale,Meda Welabu,2022,142144
Tigray,North Western,Medebay Zana,2020,146129
Tigray,North Western,Medebay Zana,2018,136942
Tigray,North Western,Medebay Zana,2019,141461
Tigray,North Western,Medebay Zana,2021,150951
Tigray,North Western,Medebay Zana,2022,155933
Afar,Zone 2 (Kilbet Rasu),Megale,2020,31344
Afar,Zone 2 (Kilbet Rasu),Megale,2018,29373
Afar,Zone 2 (Kilbet Rasu),Megale,2019,30343
Afar,Zone 2 (Kilbet Rasu),Megale,2021,32378
Afar,Zone 2 (Kilbet Rasu),Megale,2022,33447
Amhara,South Wello,Mehal Sayint,2020,83333
Amhara,South Wello,Mehal Sayint,2018,78094
Amhara,South Wello,Mehal Sayint,2019,80671
Amhara,South Wello,Mehal Sayint,2021,86083
Amhara,South Wello,Mehal Sayint,2022,88924
Amhara,North Shewa,Mehale Meda Town,2020,18925
Amhara,North Shewa,Mehale Meda Town,2018,17735
Amhara,North Shewa,Mehale Meda Town,2019,18320
Amhara,North Shewa,Mehale Meda Town,2021,19550
Amhara,North Shewa,Mehale Meda Town,2022,20195
Amhara,South Gondar,Mekan Eyesuse,2020,23829
Amhara,South Gondar,Mekan Eyesuse,2018,22331
Amhara,South Gondar,Mekan Eyesuse,2019,23068
Amhara,South Gondar,Mekan Eyesuse,2021,24615
Amhara,South Gondar,Mekan Eyesuse,2022,25428
Amhara,South Wello,Mekane Selame,2020,14939
Amhara,South Wello,Mekane Selame,2018,14000
Amhara,South Wello,Mekane Selame,2019,14462
Amhara,South Wello,Mekane Selame,2021,15432
Amhara,South Wello,Mekane Selame,2022,15941
Amhara,South Wello,Mekdela,2020,164843
Amhara,South Wello,Mekdela,2018,154479
Amhara,South Wello,Mekdela,2019,159577
Amhara,South Wello,Mekdela,2021,170283
Amhara,South Wello,Mekdela,2022,175902
Amhara,North Wello,Meket,2020,185272
Amhara,North Wello,Meket,2018,173624
Amhara,North Wello,Meket,2019,179353
Amhara,North Wello,Meket,2021,191386
Amhara,North Wello,Meket,2022,197702
Oromia,Buno Bedele,Meko,2020,29883
Oromia,Buno Bedele,Meko,2018,28004
Oromia,Buno Bedele,Meko,2019,28928
Oromia,Buno Bedele,Meko,2021,30869
Oromia,Buno Bedele,Meko,2022,31888
SNNP,Gofa,Melekoza,2020,156570
SNNP,Gofa,Melekoza,2018,146726
SNNP,Gofa,Melekoza,2019,151568
SNNP,Gofa,Melekoza,2021,161737
SNNP,Gofa,Melekoza,2022,167074
Oromia,East Hararge,Melka Balo,2020,243270
Oromia,East Hararge,Melka Balo,2018,227975
Oromia,East Hararge,Melka Balo,2019,235499
Oromia,East Hararge,Melka Balo,2021,251298
Oromia,East Hararge,Melka Balo,2022,259591
Oromia,West Guji,Melka Soda,2020,79038
Oromia,West Guji,Melka Soda,2018,74069
Oromia,West Guji,Melka Soda,2019,76513
Oromia,West Guji,Melka Soda,2021,81646
Oromia,West Guji,Melka Soda,2022,84341
Oromia,Bale,Mena (Bale),2020,124414
Oromia,Bale,Mena (Bale),2018,116592
Oromia,Bale,Mena (Bale),2019,120439
Oromia,Bale,Mena (Bale),2021,128520
Oromia,Bale,Mena (Bale),2022,132761
Oromia,Jimma,Mena (Jimma),2020,200300
Oromia,Jimma,Mena (Jimma),2018,187707
Oromia,Jimma,Mena (Jimma),2019,193901
Oromia,Jimma,Mena (Jimma),2021,206910
Oromia,Jimma,Mena (Jimma),2022,213738
Amhara,South Gondar,Mena Meketewa,2020,76129
Amhara,South Gondar,Mena Meketewa,2018,71343
Amhara,South Gondar,Mena Meketewa,2019,73697
Amhara,South Gondar,Mena Meketewa,2021,78641
Amhara,South Gondar,Mena Meketewa,2022,81236
Oromia,West Wellega,Mendi Town,2020,22470
Oromia,West Wellega,Mendi Town,2018,21057
Oromia,West Wellega,Mendi Town,2019,21752
Oromia,West Wellega,Mendi Town,2021,23212
Oromia,West Wellega,Mendi Town,2022,23977
Benishangul Gumz,Asosa,Menge,2020,56542
Benishangul Gumz,Asosa,Menge,2018,52987
Benishangul Gumz,Asosa,Menge,2019,54736
Benishangul Gumz,Asosa,Menge,2021,58408
Benishangul Gumz,Asosa,Menge,2022,60335
Gambela,Mejenger,Mengesh,2020,26559
Gambela,Mejenger,Mengesh,2018,24889
Gambela,Mejenger,Mengesh,2019,25711
Gambela,Mejenger,Mengesh,2021,27435
Gambela,Mejenger,Mengesh,2022,28341
SNNP,Mirab Omo,Menit Goldiye,2020,26221
SNNP,Mirab Omo,Menit Goldiye,2018,24572
SNNP,Mirab Omo,Menit Goldiye,2019,25383
SNNP,Mirab Omo,Menit Goldiye,2021,27086
SNNP,Mirab Omo,Menit Goldiye,2022,27980
SNNP,Mirab Omo,Menit Shasha,2020,28816
SNNP,Mirab Omo,Menit Shasha,2018,27004
SNNP,Mirab Omo,Menit Shasha,2019,27895
SNNP,Mirab Omo,Menit Shasha,2021,29767
SNNP,Mirab Omo,Menit Shasha,2022,30749
SNNP,Kefa,Menjiwo,2020,140075
SNNP,Kefa,Menjiwo,2018,131268
SNNP,Kefa,Menjiwo,2019,135600
SNNP,Kefa,Menjiwo,2021,144697
SNNP,Kefa,Menjiwo,2022,149472
Amhara,North Shewa,Menze Gera Midir,2020,124177
Amhara,North Shewa,Menze Gera Midir,2018,116370
Amhara,North Shewa,Menze Gera Midir,2019,120210
Amhara,North Shewa,Menze Gera Midir,2021,128275
Amhara,North Shewa,Menze Gera Midir,2022,132508
Amhara,North Shewa,Menze Keya Gabriel,2020,53968
Amhara,North Shewa,Menze Keya Gabriel,2018,50575
Amhara,North Shewa,Menze Keya Gabriel,2019,52244
Amhara,North Shewa,Menze Keya Gabriel,2021,55749
Amhara,North Shewa,Menze Keya Gabriel,2022,57589
Amhara,North Shewa,Menze Lalo Midir,2020,40619
Amhara,North Shewa,Menze Lalo Midir,2018,38065
Amhara,North Shewa,Menze Lalo Midir,2019,39321
Amhara,North Shewa,Menze Lalo Midir,2021,41959
Amhara,North Shewa,Menze Lalo Midir,2022,43344
Amhara,North Shewa,Menze Mama Midir,2020,100367
Amhara,North Shewa,Menze Mama Midir,2018,94057
Amhara,North Shewa,Menze Mama Midir,2019,97161
Amhara,North Shewa,Menze Mama Midir,2021,103679
Amhara,North Shewa,Menze Mama Midir,2022,107101
Amhara,West Gojam,Merawi Town,2020,38873
Amhara,West Gojam,Merawi Town,2018,36429
Amhara,West Gojam,Merawi Town,2019,37631
Amhara,West Gojam,Merawi Town,2021,40156
Amhara,West Gojam,Merawi Town,2022,41481
Tigray,Central,Mereb Lehe,2020,136254
Tigray,Central,Mereb Lehe,2018,127688
Tigray,Central,Mereb Lehe,2019,131901
Tigray,Central,Mereb Lehe,2021,140750
Tigray,Central,Mereb Lehe,2022,145395
Amhara,North Shewa,Merhabete,2020,142975
Amhara,North Shewa,Merhabete,2018,133986
Amhara,North Shewa,Merhabete,2019,138408
Amhara,North Shewa,Merhabete,2021,147693
Amhara,North Shewa,Merhabete,2022,152567
Amhara,North Wello,Mersa Town,2020,36994
Amhara,North Wello,Mersa Town,2018,34668
Amhara,North Wello,Mersa Town,2019,35812
Amhara,North Wello,Mersa Town,2021,38215
Amhara,North Wello,Mersa Town,2022,39476
Oromia,Arsi,Merti,2020,126399
Oromia,Arsi,Merti,2018,118452
Oromia,Arsi,Merti,2019,122361
Oromia,Arsi,Merti,2021,130570
Oromia,Arsi,Merti,2022,134879
Oromia,West Hararge,Mesela,2020,208808
Oromia,West Hararge,Mesela,2018,195680
Oromia,West Hararge,Mesela,2019,202137
Oromia,West Hararge,Mesela,2021,215699
Oromia,West Hararge,Mesela,2022,222817
SNNP,Guraghe,Meskan,2020,187454
SNNP,Guraghe,Meskan,2018,175669
SNNP,Guraghe,Meskan,2019,181466
SNNP,Guraghe,Meskan,2021,193640
SNNP,Guraghe,Meskan,2022,200030
Oromia,East Hararge,Meta,2020,238529
Oromia,East Hararge,Meta,2018,223532
Oromia,East Hararge,Meta,2019,230909
Oromia,East Hararge,Meta,2021,246400
Oromia,East Hararge,Meta,2022,254532
Oromia,West Shewa,Meta Robi,2020,108538
Oromia,West Shewa,Meta Robi,2018,101714
Oromia,West Shewa,Meta Robi,2019,105071
